id,pub_author,pub_year,strand_raw,strand_info,out_tit_tool,out_tit_tool_CLEAN,out_desc_tool,out_desc_tool_CLEAN,out_type_tool,out_type_tool_CLEAN,smd_tool,smd_tool_CLEAN,se_tool,se_tool_CLEAN,out_measure_tool,out_measure_tool_CLEAN,out_g1_n_tool,out_g1_n_tool_CLEAN,out_g1_mean_tool,out_g1_mean_tool_CLEAN,out_g1_sd_tool,out_g1_sd_tool_CLEAN,out_g2_n_tool,out_g2_n_tool_CLEAN,out_g2_mean_tool,out_g2_mean_tool_CLEAN,out_g2_sd_tool,out_g2_sd_tool_CLEAN,ci_lower_tool,ci_lower_tool_CLEAN,ci_upper_tool,ci_upper_tool_CLEAN,out_label_tool,out_label_tool_CLEAN,out_samp_tool,out_samp_tool_CLEAN,out_comp_tool,out_comp_tool_CLEAN,out_es_type_tool,out_es_type_tool_CLEAN,out_test_type_raw_tool,out_test_type_raw_tool_CLEAN
40294962,Van Oudenhoven (1987) FB,1987,['Feedback'],NA,SCORE Spelling Test - Individual Feedback,,"Four parallel versions of a spelling test (dictation of words), each consisting of 45 typical spelling cases, were used as achievement measures. Scores could vary from 0 (very good) to 45 (very bad).",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.74,,1.7,,Literacy: spelling,,NA,,NA,,NA,,NA,,NA,,NA,,-2.592,,4.072,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092614,VanEvera (2003),2003,['Feedback'],NA,WRIT FA Physical Science textbook test bank,,"The content test was developed locally and adapted from the Physical Science textbook test bank (McLaughlin, Rillero, Thompson & Zike, 2002). The test was composed of approximately 35 multiple choice questions taken directly from the corresponding learning objectives for each unit. The test questions were designed by the publisher to assess the content in the associated chapter in the book, which helped to assure that test questions matched the unit content. All test questions were checked for adherence to established guidelines for the development of multiple-choice test items (Haladyna, 1999). Independent analysis of content validity was conducted by two volunteer teachers with experience in science education and test construction. Questions were modified until reviewers reached 100% agreement.",,"['Toolkit primary outcome', 'Science primary outcome']",,0.6,,0.4,,Science,,NA,,NA,,NA,,NA,,NA,,NA,,-0.184,,1.384,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092599,Vellella (1996),1996,['Feedback'],NA,TEACH TWS ,,"Test of Written Spelling-Revised. The Test of Written Spelling-Revised (TWS-2  Larsen & Hammill, 1986) was designed to assess students' ability to spell predictable words (words that follow common English orthographic rules) and unpredictable words (those that do not follow orthographic rules). It consists of those two subtests and can be administered in grades one to 12 (Erickson, 1989  Vamhagen, 1986). Versus active control - mastery learning.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.0,,0.2284,,Literacy: spelling,,41,,96,,9,,36,,96,,8,,-0.4477,,0.4477,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
46888305,Vidal-Abarca (2014),2014,['Feedback'],NA,Reading Literacy Skills,,CompLEC was subsequently administered to the experi- mental and control groups to evaluate reading literacy skills,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.6882,,0.4141,,Literacy: reading comprehension,,12.0,,13.0,,3.67,,13.0,,10.0,,4.66,,-0.1235,,1.4999,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092600,Wade-Stein (2004),2004,['Feedback'],NA,DIG Writing Content Scores,,"The summaries were scored in the same fashion by all three graders  They first provided a score for each section of the summary taking only the content adequacy into consideration, using a 3-point scale ranging from 0 (no information about this section) to 1 (some information but not enough) to 2 (adequate section coverage).   Numbers inferred from total N (52)",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.6102,,0.2842,,Literacy: writing,,26.0,,1.29,,0.0,,26.0,,0.03,,0.0,,0.0531,,1.1673,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092796,Wentling (1973),1973,['Feedback'],NA,SCORE Achievement Final Comprehensive Exam - Feedback Specificity Main Effect. ,,"Achievement was measured by four 60-item unit exams and a comprehensive final examination. The textual material used in this study consisted of revised, published materials dealing with automobile ignition systems. Immediate cognitive achievement and delayed cognitive achievement related to the composite instructional material were assessed with the same achievement test. Data from Table 2. ",,"['Toolkit primary outcome', 'Other outcome']",,-0.3133,,0.225,,Curriculum: other,,40.0,,24.5,,8.8,,40.0,,27.3,,8.9,,-0.7544,,0.1278,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
38296697,Wiggins (2017),2017,"['Feedback', 'Digital technology']",NA,DIG KS2 Reading Score (Over 2 years),,National KS2 tests in reading  - 2years,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0125,,0.0366,,Literacy: reading comprehension,,1386,,100.6,,7.9,,1627,,100.5,,8.1,,-0.0592,,0.0841,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment AND clustering'],,['Test type: National test'],
46888306,Wijekumar (2013),2013,['Feedback'],NA,Gray Silent Reading Test,,"The standardized tests ofreading comprehensionwere forms A and B ofthe Gray Silent Reading Test (Wiederholt & Blalock, 2000). Form B was administered at pretest and Form A was administered at post-test",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3536,,0.0965,,Literacy: reading comprehension,,224.0,,29.58,,11.97,,213.0,,25.52,,10.9,,0.1646,,0.5427,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
46888307,Wijekumar (2014),2014,['Feedback'],NA,Gray Silent Reading Test ,,"The Gray Silent Reading Test (GSRT  Wiederholt & Blalock, 2000) Form B was administered at pretest and Form A was administered at posttest.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2,,0.0376,,Literacy: reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,0.1263,,0.2737,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
46888308,Wijekumar (2017),2017,['Feedback'],NA,Gray Silent Reading Test,,"The Gray Silent Reading Test (GSRT  Wiederholt & Blalock, 2000) Form B was administered at pretest and Form A was administered at posttest.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.18,,0.4075,,Literacy: reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.6187,,0.9787,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
37092615,William (2004),2004,['Feedback'],NA,VERB FA End of Year Tests,,"In many cases, these were the results on the national tests for 14-year-olds or the grades on the national school-leaving examination (the GCSE), but in some cases we made use of scores from school assessments (particularly in science, where modular approaches meant that scores on end-of-module tests were available). Calculation from SE = (upper limit – lower limit) / 3.92, using 0.48 and 0.16 as confidence intervals. ",,"['Toolkit primary outcome', 'Other outcome']",,0.32,,0.0816,,Curriculum: other,,NA,,NA,,NA,,NA,,NA,,NA,,0.1601,,0.4799,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: School-developed test'],
37092601,Wise (1992) FB,1992,['Feedback'],NA,VERB Maryland Writing Test,,Pretest and posttest measures included a modified form of the Holistic Scoring Rubric from the 1988 Maryland Writing Test Scoring Guide adapted for this study to assess overall writing quality (see Appendix B ) .,,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.6564,,0.2207,,Literacy: writing,,46.0,,2.93,,0.58,,41.0,,2.51,,0.69,,0.2238,,1.0891,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
37092602,Wolter (1975) 1_1,1975,['Feedback'],NA,SCORE Lamberg Scale 1 (Completeness),,"The feedback given defines the structure or parts of a narrative in terms of a set of questions. A narrative is structurally complete if all the parts are there, that is, if all the questions can be readily answered by the reader, without any confusion or ambiguity.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.9577,,0.5076,,Literacy: writing,,8.0,,2.05,,0.0,,10.0,,0.05,,0.0,,-0.0371,,1.9525,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
40294963,Wolter (1975) 1_2,1975,['Feedback'],NA,Lamberg Scale 1 - Completeness,,"The feedback given defines the structure or parts of a narrative in terms of a set of questions. A narrative is structurally complete if all the parts are there, that is, if all the questions can be readily answered by the reader, without any confusion or ambiguity.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.926,,0.4895,,Literacy: writing,,9.0,,2.05,,0.0,,10.0,,0.05,,0.0,,-0.0334,,1.8853,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
37092800,Wyne (1979),1979,['Feedback'],NA,SCORE Combined - Metropolitan Achievement Test,,A reading achievement test was administered (1) immediately prior to the beginning of each eight-week intervention phase and (2) at the end of each phase. Alternate forms of the Metropolitan Achievement Test were used for the administrations (pretest/Form F  posttests/Form G). ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.5495,,0.199,,Literacy: reading comprehension,,53,,70.873,,13.782,,52,,62.921,,14.939,,0.1595,,0.9395,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
37092616,Yin (2005),2005,['Feedback'],NA,WRIT FA Multiple Choice (MC) Science Assessment ,,"The initial multiple-choice items were piloted in CRDG’s University Laboratory School at the University of Hawaii to ensure that the items designed met the goals established by SEAL. The revised achievement test included 35 items. Five more items were added at posttest. Among the five new items, MC36 tested students’ procedural knowledge of how to calculate density based on mass and volume in formation, and the other four items examined common alternative conceptions about sinking and floating. Data from Table 5.3.",,"['Toolkit primary outcome', 'Science primary outcome']",,-0.3233,,0.1263,,Science,,129.0,,22.92,,6.59,,125.0,,25.15,,7.16,,-0.571,,-0.0757,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092603,Young (2000),2000,['Feedback'],NA,WRIT Writing Quality,,"Results from post-test writing prompts. Each pretest had a matched posttest. They were similar in theme and genre. The three prompt topics were  situation, picture and poem. Data from Table 4. ",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,1.2807,,0.1735,,Literacy: writing,,78.0,,15.97,,4.55,,83.0,,10.4,,4.11,,0.9407,,1.6207,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092801,Zimmerman (1977),1977,['Feedback'],NA,VERB CUE Sorting Results after Intervention,,"Following training, children from all experimental conditions were presented four new sets of transfer stimuli. They were instructed as follows, ""Here are some new pictures, group them into piles the way you think I would."" Results from Table 1 and show average means and SD of both 6 and 8 year olds in High and Low structure conditions.",,"['Toolkit primary outcome', 'Other outcome']",,1.3324,,0.6659,,Cognitive: other,,6.0,,31.1,,4.85,,6.0,,21.2,,8.4,,0.0272,,2.6376,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
