id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,prepost_t_mean_ht_t_sd_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
49106832,Llorens (2016) 1_4,2016,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092587,Lumbelli (1999),1999,['Feedback'],NA,['Yes'],NA,Data from Table 1 - Writing Ability Test Only - adjusted means reported.,,NA,14,,NA,3.59,,NA,1.16,,NA,5,,NA,1.75,,NA,NA,,NA,NA,,NA,NA,,NA,14,,NA,3.83,,NA,1.35,,NA,3.8,,NA,1.76,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092588,MacArthur (1991),1991,['Feedback'],NA,['Yes'],"['Page 6:\n[¬s]""Table 2. Quatiiy of Final Drafts and Change in Quality between Drafts[¬e]""']",NA,,NA,13,,NA,2.77,,NA,1.18,,NA,4.27,,NA,1.25,,NA,NA,,NA,NA,,NA,NA,,NA,16,,NA,3.19,,NA,1.14,,NA,3.03,,NA,1.04,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092684,McClintock (1975),1975,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294926,Merrett (1996) FB,1996,['Feedback'],NA,['Yes'],"['Page 11:\n[¬s]""TABLE n. Comparative reading ages of tutees[¬e]""']",NA,,"['Page 11:\n[¬s]""6[¬e]""']",6,,"['Page 11:\n[¬s]""86.7[¬e]""']",86.7,,"['Page 11:\n[¬s]""5.58[¬e]""']",5.58,,"['Page 11:\n[¬s]""95.8[¬e]""']",95.8,,"['Page 11:\n[¬s]""6.5[¬e]""']",6.5,,NA,NA,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""6[¬e]""']",6,,"['Page 11:\n[¬s]""96.2[¬e]""']",96.2,,"['Page 11:\n[¬s]""3.4[¬e]""']",3.4,,"['Page 11:\n[¬s]""96.3[¬e]""']",96.3,,"['Page 11:\n[¬s]""5.1[¬e]""']",5.1,,NA,NA,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""6[¬e]""']",6,,"['Page 11:\n[¬s]""84.5[¬e]""']",84.5,,"['Page 11:\n[¬s]""9.57[¬e]""']",9.57,,"['Page 11:\n[¬s]""101[¬e]""']",101,,"['Page 11:\n[¬s]""6.9[¬e]""']",6.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092589,Meyer (2010),2010,['Feedback'],NA,['Yes'],NA,Description from Table 2. ,,NA,121,,NA,1.78,,NA,0.750,,NA,2.11,,NA,0.668,,NA,0.33,,NA,NA,,NA,NA,,NA,175,,NA,1.95,,NA,0.707,,NA,2.05,,NA,0.718,,NA,0.1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37091036,Mirkin (1979),1979,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061123,Moore (1961) 1_1,1961,['Feedback'],NA,['Yes'],NA,NA,,"['Page 3:\n[¬s]""33[¬e]""']",33,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""2.48[¬e]""']",2.48,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""29[¬e]""']",29,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""3.79[¬e]""']",3.79,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294931,Moore (1961) 1_2,1961,['Feedback'],NA,['Yes'],NA,NA,,"['Page 5:\n[¬s]""14[¬e]""']",14,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""41.286[¬e]""']",41.286,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""14[¬e]""']",14,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""43.786[¬e]""']",43.786,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888304,Mostow (2013),2013,['Feedback'],NA,['Yes'],NA,NA,,NA,88,,"['Page 10:\n[¬s]""464.26[¬e]""']",464.26,,"['Page 10:\n[¬s]""(23.56)[¬e]""']",23.56,,"['Page 10:\n[¬s]""482.22[¬e]""']",482.22,,"['Page 10:\n[¬s]""(14.86)[¬e]""']",14.86,,"['Page 10:\n[¬s]""17.96[¬e]""']",17.96,,"['Page 10:\n[¬s]""(12.26)[¬e]""']",12.26,,NA,NA,,NA,90,,"['Page 10:\n[¬s]""462.94[¬e]""']",462.94,,"['Page 10:\n[¬s]""(22.54[¬e]""']",22.54,,"['Page 10:\n[¬s]""479.72[¬e]""']",479.72,,"['Page 10:\n[¬s]""(15.19[¬e]""']",15.19,,NA,16.78,,NA,11.41,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092701,Neenan (1986) 1_1,1986,['Feedback'],NA,['Yes'],NA,NA,,"['Page 4:\n[¬s]""f 1[¬e]""']",15,,"['Page 8:\n[¬s]""15.[¬e]""']",15.93,,"['Page 8:\n[¬s]""12[¬e]""']",12.89,,"['Page 8:\n[¬s]"" 3.[¬e]""']",3.93,,"['Page 8:\n[¬s]"" 2.[¬e]""']",2.82,,"['Page 8:\n[¬s]""-12[¬e]""']",-12,,"['Page 8:\n[¬s]"" 12.[¬e]""']",12.42,,NA,NA,,"['Page 4:\n[¬s]""f 1[¬e]""']",15,,"['Page 8:\n[¬s]""11[¬e]""']",11.47,,"['Page 8:\n[¬s]""6.[¬e]""']",6.45,,"['Page 8:\n[¬s]"" 9.[¬e]""']",9.93,,"['Page 8:\n[¬s]""9.3[¬e]""']",9.39,,"['Page 8:\n[¬s]""-1.[¬e]""']",-1.53,,"['Page 8:\n[¬s]"" 7.[¬e]""']",7.79,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294933,Neenan (1986) 1_2,1986,['Feedback'],NA,['Yes'],NA,NA,,"['Page 4:\n[¬s]""f 1[¬e]""']",15,,"['Page 8:\n[¬s]""13[¬e]""']",13,,"['Page 8:\n[¬s]"" 10.6[¬e]""']",10.68,,"['Page 8:\n[¬s]"" 2.[¬e]""']",2.27,,"['Page 8:\n[¬s]"" 2.[¬e]""']",2.69,,"['Page 8:\n[¬s]""-10.[¬e]""']",-10.73,,"['Page 8:\n[¬s]""8.[¬e]""']",8.86,,NA,NA,,"['Page 4:\n[¬s]""f 15 [¬e]""']",15,,"['Page 8:\n[¬s]"" 11.[¬e]""']",11.47,,"['Page 8:\n[¬s]""6.[¬e]""']",6.45,,"['Page 8:\n[¬s]"" 9.[¬e]""']",9.93,,"['Page 8:\n[¬s]"" 9.[¬e]""']",9.39,,"['Page 8:\n[¬s]""-1.5[¬e]""']",-1.53,,"['Page 8:\n[¬s]"" 7.[¬e]""']",7.79,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092590,Olson (1990) FB,1990,['Feedback'],NA,['Yes'],"['Page 7:\n[¬s]""Table 7.—Covariate, Dependent, and Adjusted Means and Stan\xad dard Deviations[¬e]""']",Data from Table 7 Dependent Means and Standard Deviaition of Writing Quality measure for Rough Draft (pre-test) and Final Draft (post-test).,,NA,25,,NA,98.78,,NA,26.81,,NA,106.83,,NA,19.09,,NA,NA,,NA,NA,,NA,NA,,NA,16,,NA,82.78,,NA,18.41,,NA,97.94,,NA,23.25,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092703,Oner (1977),1977,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 5:\n[¬s]""Approximately 3 weeks later, the same criterion test was readministered to assess delayed retention.[¬e]""']",NA,
37092704,Onyehalu (1983),1983,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 6:\n[¬s]""t. Posttests were conducted in two stages. The immediate posttest was administered immediately after the training session, while the delayed posttest took place two weeks[¬e]""']",NA,
37092591,Paquette (2009) 1_1,2009,"['Feedback', 'Peer tutoring']",added by Tomasz after Steve's response on Slack (June 17th),['Yes'],NA,NA,,"['Page 6:\n[¬s]""15[¬e]""']",15,,"['Page 6:\n[¬s]""3.170[¬e]""']",3.170,,"['Page 7:\n[¬s]""0.596[¬e]""']",0.596,,"['Page 6:\n[¬s]""3.359[¬e]""']",3.359,,"['Page 7:\n[¬s]""0.646[¬e]""']",0.646,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""20[¬e]""']",20,,"['Page 6:\n[¬s]""3.050[¬e]""']",3.050,,"['Page 7:\n[¬s]""0.648[¬e]""']",0.648,,"['Page 6:\n[¬s]""3.250[¬e]""']",3.250,,"['Page 7:\n[¬s]""0.494[¬e]""']",0.494,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294939,Paquette (2009) 1_2,2009,"['Peer tutoring', 'Feedback']",NA,['Yes'],NA,NA,,"['Page 7:\n[¬s]""25[¬e]""']",25,,"['Page 7:\n[¬s]""3.220[¬e]""']",3.220,,"['Page 7:\n[¬s]""0.738[¬e]""']",0.738,,"['Page 7:\n[¬s]""4.043[¬e]""']",4.043,,"['Page 7:\n[¬s]""0.548[¬e]""']",0.548,,NA,NA,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]"" 25[¬e]""']",25,,"['Page 7:\n[¬s]""3.296[¬e]""']",3.296,,"['Page 7:\n[¬s]"" 0.443[¬e]""']", 0.443,,"['Page 7:\n[¬s]"" 3.360[¬e]""']",3.360,,NA,0.512,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061141,Peeck (1979),1979,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061139,Peeck (1985) 1_1,1985,['Feedback'],NA,['Yes'],NA,NA,,"['Page 5:\n[¬s]""34)[¬e]""']",34,,"['Page 5:\n[¬s]""9.11[¬e]""']",9.11,,"['Page 5:\n[¬s]""2.31[¬e]""']",2.31,,"['Page 5:\n[¬s]""10.29 [¬e]""']",10.29,,"['Page 5:\n[¬s]""1.62 [¬e]""']",1.62,,NA,NA,,NA,NA,,NA,NA,,NA,35,,"['Page 5:\n[¬s]""9.31 [¬e]""']",9.31,,"['Page 5:\n[¬s]""1.62 I[¬e]""']",1.62 ,,"['Page 5:\n[¬s]""8.94 [¬e]""']",8.94,,"['Page 5:\n[¬s]""1.95 [¬e]""']",1.95,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294942,Peeck (1985) 1_2,1985,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092708,Perkins (1988),1988,['Feedback'],NA,['Yes'],"['Page 4:\n[¬s]""Table 4 Mean Number of Experimental Words Correct[¬e]""']",Means provided not SD,,NA,12,,NA,9.92,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,12,,NA,3.75,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 3:\n[¬s]""One week following the experi\xad mental phase, each subject read each trigram once to assess maintenance across time. The maintenance test pro\xad vided a dependent measure of experi\xad mental words correct taken 1 week following feedback.[¬e]""']",NA,
47269862,Peverly (2001) FB,2001,['Feedback'],NA,['Yes'],NA,NA,,"['Page 6:\n[¬s]""20[¬e]""']",20,,"['Page 6:\n[¬s]""23.75[¬e]""']",23.75,,"['Page 6:\n[¬s]""8.27[¬e]""']",8.27,,"['Page 6:\n[¬s]""25.80[¬e]""']",25.80,,"['Page 6:\n[¬s]""5.94[¬e]""']",5.94,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""10[¬e]""']",10,,"['Page 6:\n[¬s]""26.60[¬e]""']",26.60,,"['Page 6:\n[¬s]""3.92[¬e]""']",3.92,,"['Page 6:\n[¬s]""26.90[¬e]""']",26.90,,"['Page 6:\n[¬s]""4.95[¬e]""']",4.95,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888248,Phielix (2011),2011,['Feedback'],NA,['Yes'],"['Page 13:\n[¬s]""Table 14\nMeans and standard deviations for cognitive performance per condition.[¬e]""']",NA,,"['Page 13:\n[¬s]""20[¬e]""']",20,,NA,NA,,NA,NA,,"['Page 13:\n[¬s]""6.81[¬e]""']",6.81,,"['Page 13:\n[¬s]""0.71[¬e]""']",0.71,,NA,NA,,NA,NA,,NA,"Students in experimental and control conditions worked in groups of two, three and four.  The sample size represents the number of groups for each conditions as opposed to number of individuals",,"['Page 13:\n[¬s]""9[¬e]""']",9,,NA,NA,,NA,NA,,"['Page 13:\n[¬s]""6.36[¬e]""']",6.36,,"['Page 13:\n[¬s]""1.61[¬e]""']",1.61,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092592,Philippakos (2012),2012,['Feedback'],NA,['Yes'],"['Page 120:\n[¬s]""At Stage 1, the research assistants in Group A asked students to respond to persuasive Topic #1: school uniforms. A description of the expectations of the genre was given, and students had 40 minutes to respond to the topic.[¬e]""', 'Page 121:\n[¬s]""On the second day of the study, the fourth- and fifth-grade students were asked to respond to the second persuasive topic: field trips.[¬e]""', 'Page 143:\n[¬s]""Table 8 Descriptive Statistics for Quality of First and Second Draft at Pretests, Posttests, Transfer and Maintenance[¬e]""', 'Page 16:\n[¬s]""All students responded to two persuasive topics in their homerooms. Those essays served as pretests and were administered on two consecutive days. [¬e]""']",Pretest 1 (Uniforms) has been used as it was the first task given to participants. Results from Pretest 2 may be influenced by student's experience of completing Pretest 1 the day before. The related posttest 1 (Uniforms) is used for posttest extraction. Data extracted from Table 8.,,NA,46,,NA,2.84,,NA,1.09,,NA,3.33,,NA,1.35,,NA,NA,,NA,NA,,NA,NA,,NA,46,,NA,2.36,,NA,0.65,,NA,2.62,,NA,0.84,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 17:\n[¬s]"" A week and 2 days after the transfer task, and thirteen days after the intervention, students wrote a persuasive essay on a new persuasive topic and revised their draft the next day; this task was done to examine maintenance.[¬e]""']",NA,
46887936,Philippakos (2016),2016,['Feedback'],NA,['Yes'],NA,NA,,NA,44,,"['Page 10:\n[¬s]""2.84[¬e]""']",2.84,,"['Page 10:\n[¬s]""1.09[¬e]""']",1.09,,"['Page 10:\n[¬s]""3.49""\n""3.29[¬e]""']",3.29,,"['Page 10:\n[¬s]""1.49[¬e]""']",1.49,,NA,NA,,NA,NA,,NA,NA,,NA,44,,"['Page 10:\n[¬s]""2.36[¬e]""']",2.36,,"['Page 10:\n[¬s]""(0.65[¬e]""']",0.65,,"['Page 10:\n[¬s]""2.56[¬e]""']",2.56,,"['Page 10:\n[¬s]""(0.68[¬e]""']",0.68,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092593,Prater (1993),1993,['Feedback'],NA,['Yes'],"['Page 9:\n[¬s]""Table 1 Means, Standard Deviations, and F-test for Overall Quality, Words, Idea Units, and Sentences[¬e]""']",Only post test statistics,,"['Page 9:\n[¬s]""N=27[¬e]""']",27,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]"" 2.33[¬e]""']",2.33,,"['Page 9:\n[¬s]""1.01[¬e]""']",1.01,,NA,NA,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""N=19[¬e]""']",19,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""2.16[¬e]""']",2.16,,"['Page 9:\n[¬s]""1.26[¬e]""']",1.26,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47516125,Pridemore (1995) 1_1,1995,['Feedback'],NA,['Yes'],NA,NA,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",70,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",16.79,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",2.40,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",70,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",18.0,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",2.22,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
49106840,Pridemore (1995) 1_2,1995,['Feedback'],NA,['Yes'],NA,NA,,NA,70,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",18.54,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",2.2,,NA,NA,,NA,NA,,NA,NA,,NA,70,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",18,,"['Page 4:\n[¬s]""TABLE I[¬e]""']",2.22,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092715,Reid (1988),1988,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 1:\n[¬s]""Children were given a pretest and immediate and delayed posttests, each of which was comprised of five tasks,[¬e]""']",NA,
37092594,Reynolds (1988),1988,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
