id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,ii_approach,ii_elements_included,ii_programmes_mentioned
41661214,Koedinger (1997),1997,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3222,0.127,['Post-test unadjusted (select one from this group)'],Iowa Algebra - In.I. PUMP+PAT,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3222,0.127,NA,NA,NA,NA,NA,NA,625,3,27,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Class teachers'],38,NA,44 ,['Toolkit: Individualised instruction'],['Individual work'],"['Collaboration', 'Digital technology']","['Computer-assisted instruction', 'Intelligent tutoring']"
41661343,Koenig (1972) 1_1,1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.0804,0.979,['Post-test unadjusted (select one from this group)'],Science test,With active control,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.0804,0.979,NA,NA,NA,422,NA,NA,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,Further details not provided.,Further details not provided.,['Toolkit: Individualised instruction'],['Individual pace'],['Pre-testing of content'],['Computer-assisted instruction']
46325681,Koenig (1972) 1_2,1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1011,0.1,['Post-test unadjusted (select one from this group)'],Reading,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1011,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,NA,NA,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,Not stated,Not stated,['Toolkit: Individualised instruction'],['Individual pace'],['Pre-testing of content'],['Computer-assisted instruction']
49769681,Korganci (2014),2014,['Conference paper'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.6748,0.3655,['Post-test unadjusted (select one from this group)'],Physics Achievement Test,With business as usual,['Sample: All'],Science,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.6748,0.3655,NA,NA,NA,47,1,4,['Secondary/High school'],"['15', '16']",NA,NA,['Romania'],['Prospective QED'],"['Student alone (self-administered)', 'Large group/class teaching (+6)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],1,1,60,['Toolkit: Individualised instruction'],"['Individual feedback', 'Individual work']",['Collaboration'],['Programmed instruction']
41661344,Krockover (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.2385,0.263,['Post-test adjusted for baseline attainment'],Total test score f ratio,With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.2385,0.263,NA,NA,NA,59 ,1,2,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Retrospective QED  '],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",72,1,not specified ,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual feedback']",['Collaboration'],['Individually Prescribed Instruction (IPI)']
41661076,Kulm (1977),1977,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7347,0.1688,['Post-test unadjusted (select one from this group)'],Six week test ,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7347,0.1688,NA,NA,NA,NA,NA,NA,159 ,1,5,['Middle school'],"['12', '13']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['No'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Unclear/not specified']",6,not specified,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Testing for mastery'],['Mastery learning']
41661218,Lanzilotti (2007),2007,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.093,0.3164,['Pre-post gain'],Content Achievement ,With active control,['Sample: Low achievers'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.093,0.3164,NA,NA,NA,40,1,2,['Primary/elementary school'],"['9', '10']",NA,NA,['Italy'],['Regression Discontinuity with randomisation'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Digital technology'],1,2,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback']","['Digital technology', 'Pre-testing of content', 'Self-checking/ self-marking']","['Intelligent tutoring', 'Mastery learning']"
41661077,LaPlaca (1974),1974,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.5776,0.2523,['Pre-post gain'],Mathematics Achievement (Total Score) - Individualised Instruction,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.5776,0.2523,NA,NA,NA,NA,NA,NA,118 ,2,NA,['Middle school'],"['13', '14']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']","['Collaboration', 'Pre-testing of content']",['Programmed instruction']
47269829,Leinhardt (1981) II,1981,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7602,0.1581,['Post-test unadjusted (select one from this group)'],Post test SAT,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.7602,0.1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,5,11,['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],18,NA,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",NA,['Audio-tutorial instruction']
41661219,Lesta (2002),2002,['Conference paper'],"['Individualised instruction', 'One to one tuition']","['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.431,0.0712,['Post-test unadjusted (select one from this group)'],End of Year Exam Question,With business as usual,['Sample: All'],Literacy  writing,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,NA,NA,['Secondary/High school'],['No information provided'],NA,NA,['Australia'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Digital technology'],36,5,NA,NA,"['Individual work', 'Individual pace', 'Individual feedback']",['Digital technology'],['Intelligent tutoring']
41660991,Lindsay (1974),1974,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",1.3327,0.3134,['Post-test unadjusted (select one from this group)'],Chemistry Achievement,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.3327,0.3134,NA,NA,NA,70,1,2,['Secondary/High school'],"['14', '15', '16', '17', '18']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],8,not stated,not stated,['Toolkit: Individualised instruction'],['Individual pace'],NA,NA
41661346,Linn (1974),1974,['Conference paper'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.6046,0.2017,['Post-test unadjusted (select one from this group)'],Science Process Test (Experimentation) - Individualised Instruction,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.6046,0.2017,NA,NA,NA,103,1,4,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'External teachers']",9,2,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Collaboration'],NA
47269831,Linn (1976) II,1976,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.6339,0.2022,['Post-test unadjusted (select one from this group)'],Science Processing Test (Variables),With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.6339,0.2022,NA,NA,NA,103,1,4,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],9,2,45,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Collaboration'],['Personalized System of Instruction (Keller)']
41661078,Ludeman (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0844,0.3844,NA,Algebra postest,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0844,0.3844,NA,NA,NA,NA,NA,NA,67,1,2,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Retrospective QED  '],['Student alone (self-administered)'],['No'],['Yes'],['Yes'],['During regular school hours '],['Class teachers'],36,0.75,NA,NA,['Individual work'],['Pre-testing of content'],['Audio-tutorial instruction']
41661079,Malcom (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0211,0.0915,['Pre-post gain'],Cooperative Arithmetic Test (Grade 9),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0211,0.0915,NA,NA,NA,NA,NA,NA,478,2,NA,['Middle school'],"['12', '13', '14', '15']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],28,Not specified,not specified,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Pre-testing of content', 'Testing for mastery', 'Self-checking/ self-marking']",['Mastery learning']
47269836,Marquez (1976) II,1976,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5089,0.215,['Pre-post gain'],Stanford Achievement Test – Reading Comprehension,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5089,0.215,NA,NA,NA,['Mathematics primary outcome'],0.0797,0.212,['Science primary outcome'],0.2825,0.213,NA,NA,NA,121,4,6,['Primary/elementary school'],['11'],NA,NA,['USA'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],28,5,60,['Toolkit: Phonics'],"['Individual work', 'Individual pace']","['Pre-testing of content', 'Testing for mastery']",['Mastery learning']
41661349,Marshall (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.0711,0.2163,['Post-test unadjusted (select one from this group)'],Final Examination Score,With business as usual,['Sample: All'],Science,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.0711,0.2163,NA,NA,NA,102,1,4,"['Secondary/High school', 'Home']","['15', '16']",NA,NA,['USA'],['Multisite RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",18,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']","['Pre-testing of content', 'Self-checking/ self-marking']",['Programmed instruction']
41661351,Martinez-Perez (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.5747,0.1376,['Post-test unadjusted (select one from this group)'],Average Teacher Grading (ISCS vs Non-ISCS),With business as usual,['Sample: All'],Science,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.5747,0.1376,NA,NA,NA,300 ,1,2,['Middle school'],"['12', '13']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],216,Not detailed,Not detailed,['Toolkit: Individualised instruction'],['Individual pace'],['Self-checking/ self-marking'],NA
41661221,McNamara (2006),2006,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5381,0.332,['Post-test unadjusted (select one from this group)'],Comprehension postest adjusted for MSI,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5381,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,NA,"['Middle school', 'Secondary/High school']","['12', '13', '14']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['Yes'],['No'],['Summer/ holiday period'],['Digital technology'],0.4,2,The length of each session is not provided,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']",['Digital technology'],"['Computer-assisted instruction', 'Audio-tutorial instruction']"
41661272,Mendicino (2009),2009,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6146,0.274,['Pre-post gain'],Homework Achievement ,With active control,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6146,0.274,NA,NA,NA,NA,NA,NA,54 ,1,2,['Primary/elementary school'],"['10', '11']",TRUE,50.0,['USA'],['Interrupted time series QED'],['Student alone (self-administered)'],['Yes (Please specify)'],['Yes'],['No'],['Evenings and/or weekends'],['Digital technology'],0.8,2,"Length of intervention sessions  Information not provided.  Homework task, therefore can infer activity length is variable.",['Toolkit: Individualised instruction'],"['Individual feedback', 'Individual work']",['Digital technology'],['Computer-assisted instruction']
49769717,Mertes (2013),2013,['Dissertation or thesis'],"['One to one tuition', 'Individualised instruction']","['Toolkit primary outcome', 'Mathematics primary outcome']",-0.6702,0.1429,['Post-test unadjusted (select one from this group)'],District-Developed Concept Tests ,With active control,['Sample: All'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.6702,0.1429,NA,NA,NA,NA,NA,NA,348,1,NA,['Middle school'],"['11', '12', '13', '14']",FALSE,14.6,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'One to one']",['Unclear/ Not specified'],['Yes'],['No'],"['Before/after school', 'Evenings and/or weekends']","['Class teachers', 'Digital technology']",36,NA,NA,['Toolkit: One to one tuition'],"['Individual work', 'Individual pace']","['Digital technology', 'Pre-testing of content']","['Individually Prescribed Instruction (IPI)', 'Computer-assisted instruction', 'Intelligent tutoring', 'Mastery learning']"
49769736,Mohd (2016),2016,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-1.5473,0.3256,['Post-test unadjusted (select one from this group)'],Mathematics Post-test,,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-1.5473,0.3256,NA,NA,NA,NA,NA,NA,50,NA,NA,['Primary/elementary school'],"['7', '8']",NA,NA,['Malaysia'],['Individual RCT'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Digital technology'],1,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Digital technology', 'Pre-testing of content', 'Self-checking/ self-marking']",['Computer-assisted instruction']
41661226,Morgan (2002),2002,['Technical report'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2851,0.0954,['Post-test unadjusted (select one from this group)'],ETS EOC Score,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2851,0.0954,NA,NA,NA,NA,NA,NA,444,5,43,['Middle school'],"['13', '14', '15']",NA,NA,['USA'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],36,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Digital technology', 'Testing for mastery']",['Intelligent tutoring']
41661082,Nanney (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.12,0.1235,['Post-test unadjusted (select one from this group)'],"Stanford Achievement Test, Advanced form",With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.12,0.1235,NA,NA,NA,NA,NA,NA,310,1,6,['Middle school'],"['12', '13']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],Not Specified,Not Specified,Not Specified,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Digital technology', 'Pre-testing of content', 'Testing for mastery']",['Mastery learning']
41661083,Nix (1969),1969,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3042,0.1557,['Post-test unadjusted (select one from this group)'],Mathematics Achievement Level,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3042,0.1557,NA,NA,NA,NA,NA,NA,210,NA,6,['Secondary/High school'],"['13', '14']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'One to one']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],NA ,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Collaboration', 'Pre-testing of content', 'Testing for mastery']",NA
41661364,Nordland (1975),1975,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.3426,0.1855,['Post-test unadjusted (select one from this group)'],Biology - Indiv. instruct.  AT group,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.3426,0.1855,NA,NA,NA,118,1,NA,['Secondary/High school'],"['14', '15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],3,No details provided of frequency of intervention,No details provided of the length of sessions,['Toolkit: Individualised instruction'],['Individual pace'],NA,['Audio-tutorial instruction']
41661163,O'Neill (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-1.1119,0.2542,['Post-test unadjusted (select one from this group)'],Maths skills - Indiv. instruct  systems approach group,With active control,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-1.1119,0.2542,NA,NA,NA,NA,NA,NA,72 ,3,6,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Digital technology'],NA,Not clear from the text,NA,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Self-checking/ self-marking'],['Audio-tutorial instruction']
41661366,O'Toole (1966),1966,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.7172,0.2814,['Post-test unadjusted (select one from this group)'],Post test Mean Score (Group B vs C),With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.7172,0.2814,NA,NA,NA,81,NA,3,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Large group/class teaching (+6)', 'Paired learning']",['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",14 ,3,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Collaboration', 'Testing for mastery']",NA
41661116,Opeola (1985),1985,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.2465,0.1296,['Post-test unadjusted (select one from this group)'],Postest Photosythesis BPI vs LPI,With active control,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.2465,0.1296,NA,NA,NA,240,6,NA,['Secondary/High school'],['No information provided'],NA,NA,['Nigeria'],['Individual RCT'],['Student alone (self-administered)'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],['Research staff'],0.2,1,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Self-checking/ self-marking'],['Programmed instruction']
41661117,Ord (1964),1964,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0053,0.1555,['Post-test unadjusted (select one from this group)'],Average mark,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0053,0.1555,NA,NA,NA,NA,NA,NA,222 ,1,NA,['Secondary/High school'],"['16', '17']",NA,NA,['Canada'],['Prospective QED'],['Student alone (self-administered)'],['No'],['No'],['No'],['Summer/ holiday period'],['Class teachers'],not stated,Not stated,not stated,['Toolkit: Individualised instruction'],"['Individual feedback', 'Individual pace']",['Self-checking/ self-marking'],NA
49769694,Osman (2014),2014,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.4034,0.1793,['Post-test unadjusted (select one from this group)'],Achievement Test,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.4034,0.1793,NA,NA,NA,127,2,4,['Secondary/High school'],['16'],NA,NA,['Malaysia'],['Cluster RCT'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Digital technology'],1,5,80,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']",['Digital technology'],"['Programmed instruction', 'Computer-assisted instruction']"
41661228,Pane (2010),2010,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.19,0.08,['Post-test adjusted for baseline attainment'],Geometry Examination ,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.19,0.08,NA,NA,NA,NA,NA,NA,1640,8,60,['Secondary/High school'],['No information provided'],FALSE,36.0,['USA'],['Individual RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Digital technology']",38,It is unclear whether this was daily ,45,['Toolkit: Individualised instruction'],['Individual work'],"['Digital technology', 'Testing for mastery', 'Self-checking/ self-marking']","['Programmed instruction', 'Computer-assisted instruction', 'Mastery learning']"
47269861,Parr (1981) II,1981,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0755,0.3029,['Post-test adjusted for baseline attainment'],CTBS reading,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0755,0.3029,NA,NA,NA,['Mathematics primary outcome'],-0.0863,0.3214,NA,NA,NA,NA,NA,NA,44,NA,NA,['Primary/elementary school'],"['7', '8']",NA,NA,['USA'],['Individual RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],18,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']","['Collaboration', 'Pre-testing of content', 'Testing for mastery']",NA
41661372,Penn (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.01,0.1905,['Post-test unadjusted (select one from this group)'],ACCS/CHEMS,With business as usual,['Sample: All'],Science,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.01,0.1905,NA,NA,NA,112,1,5,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,55,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",NA,NA
41661084,Penner (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0227,0.1383,['Post-test unadjusted (select one from this group)'],Trigonom. test - Indiv. Instruct.,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0227,0.1383,NA,NA,NA,NA,NA,NA,217,5,10,['Secondary/High school'],"['17', '18']",NA,NA,['USA'],['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],15,5,60,['Toolkit: Individualised instruction'],['Individual pace'],"['Testing for mastery', 'Self-checking/ self-marking']",['Individually Prescribed Instruction (IPI)']
41661085,Peterson (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.3358,0.0505,NA,Interaction of Matter and Energy Achievement Test,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.3358,0.0505,NA,NA,NA,1593 ,6,58,"['Middle school', 'Secondary/High school']","['12', '13', '14', '15']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,unclear,unclear,NA,"['Individual pace', 'Individual work']",NA,NA
