int_desc_ht,int_desc_info
"['Page 10:\n[¬s]""instructions also indicated to the subjects that they would have 1 minute to read a page of paragraphs and 15 seconds to read and answer to themselves each question. And finally, learners were informed that they would be given a test over what they had read immediately after they finished reading the entire passage. No indication, however, was provided regarding the precise nature of the test.[¬e]""', 'Page 9:\n[¬s]""The experimental materials were administered during regular school hours 1 week following the reading tests. In each school that was involved in the study, the children were taken out of their classroom and escorted to another room which had been set aside for the purpose of this experiment. The 15 to 20 children in each session worked at desks which were spread out so as to minimize any transfer of information.""\n""After the desks were arranged, the learners in the experimental groups were given instructions which informed them that the purpose of the experiment was to look at the effects of asking questions on learning during reading. (Learners in the reading-only control groups were given modified instructions which did not mention the use of questions.) Additionally, all learners were told not to write anything down during the reading period and not to turn back to a page once they had read it. The[¬e]""']",NA
"['Page 5:\n[¬s]""Powerful Learning Conversations (PLC) sought to improve the feedback that teachers give to pupils in Year 9, by training them to apply techniques used in sports coaching. It is based on the idea that feedback in sports coaching is often provided immediately after a task is performed, and delivered in a way that children are more likely to respond positively to. [¬e]""']",NA
"['Page 45:\n[¬s]"" Each classroom was randomly assigned to one of three conditions, which are described below. Across all three classrooms, written expression probes were administered in a group format three times per week. During each session, the examiner provided the following directions: \x93I want you to write a story. I am going to read a sentence to you first, and then I want you to write a short story about what[¬e]""', 'Page 46:\n[¬s]""happens. You will have 1 minute to think about the story you will write and then have three minutes to write it. Do your best work. If you don\x92t know how to spell a word, you should guess. Are there any questions?\x94 After answering questions, the experimenter stated, \x93For the next minute, think about (insert story starter).\x94 Next, the experimenter started the stopwatch and wait for 1 minute to elapse. After 1 minute, the experimenter stated, \x93Start writing.\x94 After an additional 3 minutes elapsed, the experimenter said, \x93Please stop and put your pencil down. Thank you for working with me.\x94""\n"" the students were provided with performance feedback information regarding their writing fluency (i.e., words and sentences) and spelling. ""\n""During the feedback session, students were provided with a writing packet; which contained three performance feedback sheets underneath the cover. Each sheet contained three components: (a) a box on the left, indicating the total number of written words from the prior session; (b) an arrow to the right of the box pointing up or down, depending on an increase or decrease in the student\x92s performance from the previous session; and (c) the top of the sheet read \x93This is how you are doing with your writing.\x94 Students were told to look at their sheet to see how they were doing with their writing. They were also instructed that if their arrow was pointing towards the sky, then they wrote a bit more than last time. If the arrow was pointing towards the ground, then[¬e]""', 'Page 47:\n[¬s]""they wrote a bit less than they did previously. Students received one feedback sheet for each of the three dependent variables, with a total of areas of feedback: (a) total written words; (b) number of correctly spelled words; and (c) number of sentences. Samples of the script and the performance feedback sheets are located in Appendix J and K, respectively. Multiple feedback condition. Procedures identical to those described in the single feedback condition were employed, except that students received feedback prior to each writing session. This resulted in these participants receiving feedback three times per week.[¬e]""']",NA
NA,"8-9-year-old children working solo or in dyads on a computer need to insert a sentence to complete an eight-sentence text. This is repeated 6 times.  If the insertion is correct, the children get to move on. If the insertion is incorrect, they get two additional attempts on the task. In the feedback condition, a synthesized voice guides children to the right direction."
"['Page 3:\n[¬s]""The experimental conditions (IKR and goal setting) were introduced in Part 2. The IKR directions indicated that uncovering a “T” meant a correct response, while un\xad covering another letter meant an error. The no-IKR group also used response cards but their erasure revealed a mean\xad ingless series of letters[¬e]""']",NA
"['Page 3:\n[¬s]""Carnegie Learning’s Cognitive Tutor Algebra I Program is a computer-enhanced, interactive\nlearning course that is designed to teach students both in the classroom and in personalized\ncomputer sessions. The design of the program includes students spending three days per week in\na classroom setting, and two days per week in a computer lab interacting with the course\nsoftware. The Carnegie software is designed to offer individualized assistance to students,\nallowing them to progress at their own pace. Students using the software receive immediate\nfeedback, providing real-time tutoring. The software is designed to understand methods that a\nstudent may use to solve a problem, and provides individualized levels of help.[¬e]""']",NA
"['Page 1:\n[¬s]"". Four\nincreasingly interactive versions of\ni~on\nwere used.[¬e]""']",NA
"['Page 2:\n[¬s]"" Children received writing strategy instruction over sessions and were given a goal of learning to use the strat- egy of writing paragraphs. Half of the strategy goal children periodically received feedback on their progress in strategy learning. [¬e]""']",NA
"['Page 1:\n[¬s]"" Children received writing strategy instruction and were given a process goal of learning the strategy,""\n""Half of the process-goal children periodically received feedback on their progress in learning to use the strategy.[¬e]""']",NA
"['Page 6:\n[¬s]""five days each were devoted to descriptive, informative, narrative story, and narrative descriptive paragraphs. Children assigned to the same condition met in small groups with a teacher from outside the school[¬e]""', 'Page 8:\n[¬s]"" The goal instructions given to instructional control students were, ""While you\'re working, try to do your best.""[¬e]""', 'Page 8:\n[¬s]"" To children assigned to the process goal and the process goal plus progress feedback conditions the teacher said during the first five sessions: While you\'re working it helps to keep in mind what you\'re trying to do. You\'ll be tryi[¬e]""', 'Page 8:\n[¬s]""The goal information given to students in the different conditions was as follows. To children assigned to the process goal and the process goal plus progress feedback conditions the teacher said during the first five sessions: While you\'re working it helps to keep in mind what you\'re trying to do. You\'ll be trying to learn how to use these steps to write a descriptive paragraph. These instructions were identical for the other sessions except that the teacher substituted the name of the appropriate type of paragraph. Children assigned to the product goal condition were told the following at the start of the first five sessions: While you\'re working it helps to keep in mind what you\'re trying to do. You\'ll be trying to write a descriptive paragraph. For the remaining sessions the teacher substituted the name of the appropriate paragraph type. The goal instructions given to instructional control students were, ""While you\'re working, try to do your best."" The latter condition controlled for the effects of receiving writing instruction, practice, and goal instructions, included in the other conditions. Each child assigned to the process goal plus progress feedback condition received feedback 3-4 times during each session. This feedback conveyed to children that they were making progress toward their goal of learning to use the strategy\'s steps to write paragraphs. Feedback was delivered to each child privately during the independent practice phases. The teacher used such statements as: You\'re learning to use the steps. You\'re using the steps to write paragraphs. You\'re getting good at using the steps. You’re doing well because you followed the steps in order. This goal progress feedback should not be confused with performance feedback concerning children\'s planning and composing (e.g., ""That\'s a good idea to include in your paragraph""). All children received performance feedback; only children assigned to the process goal plus feedback condition received progress feedback.[¬e]""']","To children assigned to the process goal plus progress feedback condition the teacher said during the first five sessions  While you're working it helps to keep in mind what you're trying to do. You'll be trying to learn how to use these steps to write a descriptive paragraph.  Each child assigned to the process goal plus progress feedback condition received feedback 3-4 times during each session. The teacher used such statements as  You're learning to use the steps. You're using the steps to write paragraphs. You're getting good at using the steps. You’re doing well because you followed the steps in order.  The goal instructions given to instructional control students were, ""While you're working, try to do your best."""
"['Page 12:\n[¬s]""The project was a one-year pilot trial, employing an action research design approach, to help develop a programme to enable teachers to engage with the evidence on effective feedback and to incorporate this routinely in their classroom teaching. The intervention involved teachers engaging with pupils via the use of feedback strategies to help them to understand their learning goals and to use these to develop strategies for their learning.[¬e]""', 'Page 7:\n[¬s]""The intervention being evaluated here was only partly formed at the initial stage. It began with a theoretical understanding of the power of effective feedback based on John Hattie’s model of effective feedback,""\n"" The project was a whole school intervention involving teachers coming together to decide what effective feedback looked like, and sharing experiences of success and challenges. It consisted of a ‘spiral of steps’ or action research cycles. At each cycle, the school leads met to plan and reflect on the processes involved. Teachers within schools also met to reflect on their own experiences and share them with school leads.[¬e]""']",NA
"['Page 2:\n[¬s]""Children watched the listener\'s response, were shown the lo\xad cation of the referent, and then were asked whether the speaker and listener dolls had done what they were supposed to do . The order of asking about the speaker and listener was counterbalanced across trials""\n"" Children in the experimental group were informed about the adequacy of their answers and received difference rule feed\xad back on each trial, stressing that if a speaker\'s message failed to differen\xad tiate referent from nonreferent then the listener should ask for clarifi\xad cation. For example, in cases where the listener doll selected the referent after hearing an informative message, children were told (after being informed about the accuracy of their responses), ""Both the speaker and listener did what they were supposed to do. Because the speaker said how the triangle with the star above it was different from the other one, the listener was able to pick it out without guessing."" Or, after watch\xad ing the listener select either the referent or nonreferent after hearing an ambiguous message, the children were told (after being informed about the accuracy of their responses), ""Neither speaker nor listener did what he was supposed to do . Because the speaker did not say how the triangle with the star above it was different from the other one, the listener was guessing. He should have said, \'I don\' t understand .""[¬e]""']",NA
"['Page 5:\n[¬s]""Embedding Formative Assessment (EFA) is a whole-school professional development programme aiming to embed the use of effective formative assessment strategies.[¬e]""', 'Page 7:\n[¬s]""The Embedding Formative Assessment (EFA) programme is a two-year interventio""\n"" All classroom teachers participated in the intervention and were expected to implement the strategies in lessons to pupils in all year groups across the school. The intervention consists of 18 monthly Teacher Learning Communities (TLCs) workshops (nine each year) and monthly peer observations.""\n""The main element of EFA is the monthly Teacher Learning Community (TLC) workshops, which were usually arranged during normal CPD time. Each TLC workshop involves a group of teachers feeding back on their use of techniques, sharing new formative assessment ideas to try, and personal action planning for the coming month. ""\n""In addition, teachers are asked to pair themselves for monthly peer lesson observations in-between each TLC workshop. The peer observations can be for entire lessons or for 20 minutes at the start, middle, or end of a lesson. Pairs will then need to find 15 minutes to provide feedback to each other after each observation.[¬e]""']",NA
"['Page 4:\n[¬s]"". Students in the high performance group for their grade received one of the three highest- rated positive comments (""Excellent,"" ""Great job,"" ""Very good""""\n""core-only condition, teachers wrote only the\nstudent\'s score at the top of the pa""\n""hile those\nin the low group received one of the top-rated encour-\naging comments from the survey (""Keep trying,"" ""Try\nharder next time,"" ""Try to improve on th[¬e]""']",NA
"['Page 4:\n[¬s]""Personalized System of Instruction or PSI, as an alternate form ol mastery learning, proposed by Fred Keller (1968) also prescribes pro\'* cedures and methods to attain the same high ""achievement: level and to develop an increased positive attitude toward instruction ^nd learning in schools.[¬e]""']",NA
NA,4th and 5th year primary school students are brought to a computer lab to work individually on multiplications tasks (3-digits * single digit). The computer either gives active feedback (4th condition) or keeps introducing the students with new multiplications to solve (2nd condition  no feedback).
"['Page 2:\n[¬s]""Part of the instruction will be accomplished by human teachers, part by CAI system. In the case of multiplication, the teacher is to introduce the algorithm; the CAI system is to provide practice and remediation until a criterion of mastery is reached.""\n""A two-stage technique for providing feedback on the CAI system was evolved. When a child correctly typed a digit, the digit was printed and the machine advanced in preparation for printing the next digit. However, when the child incorrectly typed a digit, the digit did not print nor did the machine advance. Instead a bell rang. The bell warned the child he had made a mistake. He was given another chance to type the digit. If he made a second error, the bell rang, the digit was again not printed but this time a feedback message appeared to the right of the problem. The message indicated the product of the""\n""two digits being multiplied plus the carry value.""\n"" If still in error, the problem was interrupted and a series of six questions were asked. ""\n""This ‘ active feedback \' procedure required an overt response to each element in the procedure for computing the answer. ""\n""under active feedback the computer printed Good when a problem was completed without error and Now it’s right when a problem was corrected following an error.[¬e]""', 'Page 4:\n[¬s]""Under every condition, the pupils took two pre-tests, received 12 computer-controlled practice sessions, and then took two post-tests.[¬e]""']","Examples of the six questions asked (as referred to in the highlighted material) was  'Assume, as before, that the child made a mistake on the second digit of the answer to 764x9. What should you have carried? No, it should have been 3. What number x 9 now? No, it is 6.' (see page 163)"
"['Page 11:\n[¬s]""improve on mastery learning (which emphasizes the correction of errors\nafter each learning task) by systematically enhancing the cues, participa\xad\ntion, and reinforcement during the instructional process in addition to\napplying feedback and correctives afterwards.[¬e]""']",NA
"['Page 47:\n[¬s]""Teachers\nprovide many concrete cues in order to clarify complicated concepts and\nideas so that all students can understand them. Students are called on in\nrandom order to solve problems and answer questions, and so on, equal\nparticipation time for all is insured.[¬e]""', 'Page 48:\n[¬s]""Teachers\nprovide many concrete cues in order to clarify complicated concepts and\nideas so that all students can understand them. Students are called on in\nrandom order to solve problems and answer questions, and so on, equal\nparticipation time for all is insured.""\n"". Each correct answer is positively\nreinforced and each incorrect answer is explained again with additional cues\nby the teacher.[¬e]""', 'Page 9:\n[¬s]""enhanced cues, participation, and rein\xad\nforcement (CPR) combined with mastery learning[¬e]""']","Enhanced cues, participation & reinforcement with mastery learning"
"['Page 5:\n[¬s]""The first subject area in the first study was ninth- grade algebra""\n""The second subject area in the second study was sixth- grade science (minerals of land and sea).[¬e]""', 'Page 6:\n[¬s]""Cues are the instructions provided by the teacher or materials as to what is to be learned and what the learner is to do in the learning process. Their quality is a function of their clarity, strength, type, and frequency with which they are used during the instruction. Practice of the subject matter that increases student involvement is participation. Reinforcement is any reward for a response that is to be repeated. Feedback and corrective procedure consists of a brief formative test at the end of each unit; its purpose is to collect reliable information on students\' mastery of the unit content and to indicate the strengths and weaknesses of each student. This infor- mation was used as a basis for the corrective procedure, which was aimed at bringing most of the students to a high criterion (80%) of mastery of each unit\'s content.""\n"" the teacher of the enhanced CPR + FB/C group was asked to provide cues that in- cluded concrete examples demonstrated to students on the board and then to provide a verbal explanation. The cues were simplified as much as possible in that almost every topic was demonstrated and explained in common terms. Following the cues, the teacher transferred a con- crete visualized example into a mathematical expres- sion. Students were asked to present more concrete ex- amples related to the concept presented by the teacher. In science, cues consisted mainly of slides, movies, and experiments.[¬e]""']",NA
"['Page 1:\n[¬s]""Increasing\nlevels of support consist of organizing stim-\nulus input, referencing it to instructional\nobjectives, and editing subject matter so\nthat material extraneous to the objectives\nis excluded. Further instructional support\nis given when student responding is moni-\ntored and feedback regarding the correct-\nness of students\' responses is provided[¬e]""']","No detail is provided describing treatment in the 'constructed responding' condition. The text refers to constructed responding as a high level of instructional support. Consequently, it is not clear what the students were asked to do or what the researchers did on this condition."
"['Page 5:\n[¬s]""Rather than relying on either self-report, or stimulated recall we hoped to track the processes used by offering students various macroprocessing options while learning from text. Students\' use of options was monitored while they studied materials displayed by microcomputer ?-’d constituted our operational definition of macroprocesses. n 49 paragraph passage was developed introducing students to general concepts of data processing and computer programming, and illustrated by a few instructions in the BASIC[¬e]""', 'Page 6:\n[¬s]""language. Sentences were numbered, and appeared on a CRT screen one at a time. When students finished a sentence and pressed the space bar the sentence was erased, though the space it occupied and its number remained on the screen. This slight artificiality was required in order to exercise most of the options to be described below.[¬e]""']",NA
"['Page 3:\n[¬s]""Consisting of a locally developed objective referenced test item, bank and a computer feedback system, MIFS enabled fifth "" grade teachers to measure student performance and evaluate the effectiveness of their own instruction\'. MIFS was designed to\' measure pupil competency on reading and arithmetic objectives As reading and arithmetic behavioral objectives were isomorphic with the MIFS item bank, teachers were able to identify the needs of their pupils.""\n"" By inspecting % the Student Report pupils identified their own academic strengths and weaknesses. \'.It was.expected that this type of information l •\'4 . * * would enable teachers and students to concentrate their efforts ; \' on ameliorating weaknesses in reading and arithmetic.[¬e]""']",NA
"['Page 38:\n[¬s]""Predict-observe-explain (POE) activities are designed to create cognitive dissonance, and thus help promote conceptual change. POEs involve three steps (White & Gunstone, 1992): Students are first asked to predict the outcome of an event and justify their prediction. Then, students observe and record what happens when their teacher demonstrates an event. Finally, students reconcile any conflicts between their predictions and observations by providing an explanation for the anomalous event or erroneous prediction. In this study, the teacher facilitated the discussion following each POE by asking students to work towards resolving their theories as a class. Students were asked to consider each theory they generated and evaluate it in light of all the evidence they could think of - the theories that they did not find counter-evidence for remained candidates for “most universal” or “most general”, others were considered “conditional” and therefore not eligible for most universal or most general.""\n""Our short answer prompt asked students to explain why things sink and float and to provide evidence and examples to support their explanations. Specifically, students were given a sheet of paper with the following prompt: “In the space below, explain why things sink and float. Provide as much information as you need to explain your answer. Your explanation should include at least one written or drawn example or other kinds of evidence to support your explanation.” [¬e]""', 'Page 39:\n[¬s]"" After students completed the short answer question, students in the experimental condition were asked to share their conceptions and evaluate them in light of what supporting and counter-evidence exists for each conception[¬e]""', 'Page 44:\n[¬s]""As stated above, each RL was implemented using strategies suggested in the literature on formative assessment; these strategies were also consistent with the pedagogy of FAST. First, students were asked to record their answers individually, then share their answers in a small group and generate group ideas, and finally to share those group ideas with the whole class. During this process, students and teachers could identify gaps in understanding, close those gaps and realize conceptual change. [¬e]""']",NA
"['Page 46:\n[¬s]""FACTS consisted of two main components: formative assessment and collaborative teaming. Formative assessment was accomplished through the use of common assessments that were written by the collaborating teachers. These common assessments were analyzed in order to give feedback to students about their progress and to teachers about the effectiveness of their instruction. Data from the common assessments was meant to be formative as it provided evidence for change in instruction and assessment practices. The intention was for this in turn to result in improved learning opportunities for students and a resultant gain in student achievement. The second component of the intervention we called ""collaborative teaming."" After each common assessment, all eight implementing teachers met as a group to analyze the results for the classroom sections receiving the full FACTS intervention. The meetings followed a structured protocol using the Data Wise model (Boudett et al., 2005). The six FACTS collaboration meetings were held at a conference room at the District Office. The meetings were approximately 1.5 to 2 hours in length and were held after school hours. This researcher provided the data and structure for the meetings (see Appendix B), and assistance was provided by the District Math/Science Curriculum Coordinator.[¬e]""']",NA
"['Page 2:\n[¬s]""Both in the individual-feedback and the shared-feedback coopera- tion conditions, spelling exercises were done in pairs.""\n""There were three rules for the cooperation: (a) Students had to wait for each other to finish the exercise. They were explicitly told that they could help each other, (b) Then they had to correct each other\'s work, (c) Finally, they discussed any mistakes. The first rule stressed the interdependence and avoided a competitive atmosphere. Rules 2 and 3 created a basis for the mutual influence of the students\' reasoning strategie""\n""In all three conditions, the teachers once a week administered an aural dictation in which they underlined all mistakes. Students re- ceived feedback on the basis ofthis dictation. In the control condition and in the cooperation-with-iDdividual-feedback condition, the teach- ers put the number of mistakes at the bottom of the page and gave a grade, as usual. In the cooperation-with-shared-feedback condition, the teachers also underlined all mistakes, but the average number of mistakes and the corresponding grade of the pair or trio to which the student belonged was put at the bottom of the page.[¬e]""']",NA
"['Page 12:\n[¬s]"" treatment students received w ritten formative assessment feedback on all hom ew ork and class-work assignments.""\n"" Dependent measures included two m ultiple-choice unit tests and a multipart m otivation survey w hich assessed self- efficacy, goal orientation, affective responses, and preferences regarding feedback.[¬e]""']",NA
"['Page 1:\n[¬s]"" Two of the classrooms utilized the Scott Foresman spelling curricula using a variation of mastery learning. The other two classrooms followed that curriculum and also used curriculum-based measurement procedures to monitor progress. The Test of Written Spelling was administered to all participants to assess spelling achievement at the beginning, middle, and end of the study. The performance of the two groups was compared on teachers\' weekly and quarterly grades, and the Test of Written Spelling. The Otis-Lennon School Ability Test was used to control for the effects of ability. [¬e]""']",NA
"['Page 8:\n[¬s]""TuinLEC consists of eight lessons organized into an explicit teaching\nphase and a practice phase. Four strategies are taught in the first phase, one per\nlesson: (a) how to read continuous and non-continuous texts, (b) how to under-\nstand and respond to questions; (c) when to decide to reread the text in order to\nrespond; and (d) how to search the text in order to respond. In the practice phase\n(four final lessons), these four strategies are practiced together.[¬e]""', 'Page 9:\n[¬s]""Each lesson contains two texts, one continuous and one non-continuous, each\nof these includes between six to eight questions of the three types considered by\nPISA: access-recover information, integrate-interpret information, and reflect-\nevaluate the text’s content and form (see a detailed description with examples in\nOECD (2009)). For simplicity, in TuinLEC they are referred to as locating,\nrelating, and reflecting questions. The texts and questions were selected after a\npilot application of 36 texts across a wide sample of students between the sixth\nyear of Primary School and the second year of ESO (Enseñanza Secundaria\nObligatoria, Compulsory Secondary Education). The selection took into account\nthe difficulty of the questions, as well as subjective indices concerning the\nperceived difficulty of the text, their interest, and previous knowledge. The\nselected texts had difficulty indices and moderate previous knowledge, and were\nof medium-high interest.\nMultiple-choice questions were used in order to facilitate automatic correction.\nBoth the questions and answers were presented with Read&Answer (for a descrip-\ntion of this technology see Vidal-Abarca, Martínez et al. (2011)). This technology\nallowed the texts and questions to be masked (see Figure 1a and 1b). In order to\ncontinue reading, one must use the mouse to click on a piece of text or on a\nquestion, so that only a fragment is readable at any given moment. This allows\ncontrol over the reading sequence and times, while natural reading is simulated on\nthe computer screen. Thus, we are able to recognize relevant competence strategy\nbehaviours (e.g., amount of text initially read, decisions to reread, searching for\nrelevant information in order to respond, etc.).[¬e]""']",NA
"['Page 2:\n[¬s]""Summary Street is educational software based on latent semantic analysis (LSA), a computer method for representing the content of texts. The classroom trial described here demonstrates the power of LSA to support an educational goal by providing au\xad tomatic feedback on the content of students’ summaries. Summary Street provides this feedback in an easy-to-grasp, graphic display that helps students to improve their writing across multiple cycles of writing and revision on their own before receiving a teacher\'s final evaluation. The software thus has the potential to provide students with extensive writing practice without increasing the teacher’s workload.[¬e]""']",NA
"['Page 4:\n[¬s]""Specificity of test item feedback was the second variable to be investigated in this study. For this experiment,""\n"" Two of the experimental groups re- ceived no specific item feedback (no knowledge of results) from the items included in the unit achievement test.""\n"" The remaining two ex- perimental groups received total item feedback (knowledge of correct response) for each test item in the unit achievement test.[¬e]""']",NA
"['Page 5:\n[¬s]""This Learner Response System (LRS) intervention involves the use of electronic handheld devices that allow teachers and pupils to provide immediate feedback during lessons. For example, pupils can respond to a question using the device and responses are immediately visible to the teacher, or they can work through problems on the device at their own pace with answers provided as they go. The aim is to improve outcomes by increasing the speed and quality of classroom feedback.[¬e]""']",NA
"['Page 3:\n[¬s]""Students interact with ITSS and learn how to use the structure strategy to comprehend content area texts. The enabling learning goals\ninclude ﬁnding signaling words in a passage (see Fig. 3), learning to identify which text structure uses those signaling words, using a main\nidea pattern to construct a summary and strategic representation for the text (see Fig. 4), writing a recall of the text without access to the[¬e]""', 'Page 4:\n[¬s]""passage (from memory), and reviewing/monitoring understanding by checking his or her organizing structure and completeness of recall.\nStudents learn to use “keys” that serve as job-aids with signaling words and text structures shown in Fig. 5.\nStudents practice these skills by reading passages in many different domains and also with texts of varying complexity (i.e., readability\nlevels, number of embedded text structures). The text structures are presented in an order – comparison, problem and solution, cause and\neffect, sequence, and description based on previous research (Meyer et al., 2002). Students receive practice in applying their skills within\neach text structure before proceeding to the next text structure. The ﬁrst 10–12 lessons are dedicated to showing the use of the comparison\ntext structure with topics, such as elephants, favorite U.S. Presidents, Olympic athletes, and whales. As students proceed to learning about\nmultiple text structures, they learn how to combine text structures. After approximately 20 lessons students would have completed both the\ncomparison and problem and solution text structures and are shown how to combine those text structures in comprehension and writing.\nDuring each lesson students learn how to ﬁnd signaling words and classify the text structures, write main ideas with main idea patterns,\nwrite recalls, and monitor their understanding of the text. Students practice their skills in answering questions and receiving customized\nfeedback to scaffold their learning. Even though these instructional strategies can be used in teacher-led classroom settings, ITSS was\ndesigned to broaden the reach of the approach with consistency and depth. Training a large number of teachers to deliver the structure\nstrategy with consistency would be a difﬁcult task. Further, ITSS provides a variety of examples from many difference domains and indi-\nvidual attention to the student. The consistency, numerous examples, and individual attention are difﬁcult to accomplish widely in a\nteacher-led classroom setting.[¬e]""']",NA
"['Page 12:\n[¬s]""Students in the intervention condition used ITSS for one or two sessions a week for 30 to 45 min each week over a 6- to 7-month period (October 2009 to April 2010). At the beginning of every session, each student picked up his or her ITSS folder containing any instructions, username, password, and earphones and sat individually at the computer. The student opened a browser and logged in using his or her individual username and password. The ITSS software retrieved the student’s last login information and saved lesson and page numbers, and then placed the student in the next lesson or page. The student interacted with the ITSS program at his or her own pace, listening to I.T., writing answers, getting feedback from I.T., and getting help when necessary from pop-up windows. At the conclusion of the class period the student logged out and the system saved his or her lesson and page number for use at the next session.""\n""The research team generated biweekly reports for the teachers showing student progress\nin ITSS. The reports listed one line for each student in the teacher’s classroom and showed\nthe last lesson completed, scores on most recent assessments, and the student responses.\nGaming was deﬁned as nonsense answers, repeatedly submitting the same answer, and/or\nsubmitting blank answers. This allowed the teachers to monitor the students’ progress and\nintervene where students appeared to be gaming the system rather than learning. If a student\nwas provided multiple trials for each lesson then the teacher was consulted to conﬁrm that\nthere were no other issues (e.g., problems with the headphones, disabilities that needed to\nbe addressed by a classroom aide).[¬e]""']",NA
"['Page 4:\n[¬s]""The ITSS focuses on cognitive and metacognitive skills neces-\nsary to support the selection and encoding of important elements of\nthe text into a coherent mental representation. The ITSS guides\nthese activities as outlined below.\n1. Identifying the organization of the text as one of five text\nstructures (individually or nested). The reader can use the\nauthors’ intended text structure if it is signaled or impose\nstructure when no signals are present (e.g., authentic texts\nthat are poorly signaled).\n2. Scaffolding the selection of the most important elements\nin the text to write a main idea. In the problem and\nsolution text structure the goal is to highlight the prob-\nlem(s) and solution(s). The problem and solution main\nidea scaffold is: “The problem is ______ and the solution\nis _______________.” Students can add as many blanks\nas needed to extend the main idea. For example, the\npassage about the problem with garbage shown in Figure\n2 was used in the teacher professional development in the\nrecent trials. The article was adapted from “Howthing-\nswork.com” and provides a problem and multiple solu-\ntions to the problem. The main idea for this article using\nthe text structure strategy is “The problem is garbage and\nthe solutions are recycling, using less resources, and\nincineration.”\n3. Promoting the creation of a strategic cognitive structure\nfor the passage using the main idea. If the student has\nsome prior knowledge then their prior knowledge can be\nrevised and updated to include the new information.\nFigure 3 presents one example of the reader’s strategic\nmemory representation developed through the main idea\nscaffolding/pattern.\n4. Supporting comprehension monitoring and checking\nmemory structures using the text structure’s organization\n(e.g., Do I remember the solutions to the problem?)[¬e]""']",NA
"['Page 6:\n[¬s]""The intervention had two main components: • a series of half-day and one-day in-service sessions, during which teachers would be introduced to our view of the principles underlying formative assessment, and have a chance to develop their own plans; • visits to the schools, during which the teachers would be observed teaching by project staff, have an opportunity to discuss their ideas, and plan how they could be put into practice more effectively.[¬e]""']",NA
"['Page 6:\n[¬s]""Teacher directed revision instruction was direct instruction by the teacher in the use of additions, deletions, substitutions and rearrangements and in the use of the compare, diagnose, operate (CDO) procedure.""\n""Control group subjects were given instruction in persuasive writing, were asked to respond to the persuasive writing prompt, and were told to revise their essays.[¬e]""', 'Page 85:\n[¬s]""All groups received instruction in persuasive writing on the first day of the study and prior to writing a first draft, since persuasive writing was not a major genre included in middle school writing in this district. The subjects in the control group did not receive any other of the instruction provided to the subjects in the research groups. The control group subjects were asked to respond to the persuasive writing prompt (see Appendix G ) , revise to improve the essay, and then write a final draft of the persuasive essay. Class time was provided for revising.""\n""The Research Groups\' Class Al and Class B1 (direct instruction model) activity was a form of the Basic Practice Model of direct instruction (Becker, 1977; Fitzgerald & Markham, 1987) and a form of the Scardamalia and Bereiter (1983) composing process model, CDO (Compare, Diagnose, Operate). The model includes a Compare,[¬e]""', 'Page 86:\n[¬s]""Diagnose and Operate format of revision instruction in which students are expected to ""compare"" between intended and instantiated text, ""diagnose"" problems needing change, and ""operate"" to make the changes in their writing. These activities were facilitated by the use of a revision guide sheet for direct instruction in revision and revising methods.""\n""The control group (two class groups, Class Cl and Class C2, at the third school site), after initial instruction in persuasive writing, was only given the directions to revise and to write a final draft after responding to the prompt.[¬e]""']",NA
NA,6th grade students are taught to use a self-administrative feedback form to improve their creative writing in short autobiographical narratives
"['Page 41:\n[¬s]""Prior to the session the experimenter scored the papers using the feedback form and completed a graph sheet for each student. Students were told ""Today you are going to receive a score sheet that will show how complete and detailed your papers from last week are."" The instruction in use of graphs was given using the demonstration graph.[¬e]""', 'Page 42:\n[¬s]""Students were then told to look at their stories and score sheets to see how they earned points and how they could get more points.[¬e]""']",NA
"['Page 4:\n[¬s]"" Group instruction comprised approximately 20 percent of each daily ses- sion, on the average, and was used to introduce new concepts, materials, or pro- cedures, to review concepts and skills learned earlier, and to make announcements, answer questions, and hold discussions of pertinence to the group as a whole. Time- on-task intervention procedures were organized primarily around the daily program of individualized instruction for each child. An individual packet of materials, direc- tions, and assignments was waiting on each child\'s desk each morning. Each child\'s daily assignment sheet specified the tasks for that day, the order in which they were to be completed, and the minimum level of acceptable performance for each task (for example, the number of percent correct; number of pages or items completed). The daily assignment sheet also specified the number of points that could be earned for each task. Point value for the tasks varied according to the degree of cor- rectness or completion for each task. As children moved through their individually assigned tasks, they used two small ""flags"" made from red and green laminated con- struction paper to communicate to the teacher that: (1) they had completed an assign- ment which needed to be checked (green flag) or (2) they needed assistance from the teacher (red flag). In either case, pupils were directed not to sit and wait until the teacher or aide arrived, but to move on to the next task in then- sequence. Completed work was checked, corrected, and returned as soon as possible to enhance instruc- tional feedback to the child and to award the proper number of points earned for completion and correctness. Pupils could also earn points for remaining on-task. Points for on-task behavior were given on a variable interval schedule throughout the morning, with times vary- ing between five and twenty minutes and becoming less frequent as pupils progress- ed through the eight-week phase. Pupils could lose points only for being off-task.[¬e]""']",NA
