id,pub_author,pub_year,pub_type_raw,out_strand,smd_tool,se_tool,out_tit,out_out_type_tool,out_samp,out_comp,out_es_type,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,strand_raw,loc_country_raw,int_training_raw,int_approach_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,int_setting_raw,part_age_raw,school_total_info,class_total_info,int_desig_raw,sample_analysed_info,fsm_perc_info,school_target,eligibility,elig_targ_pop_info,means_tested,means_tested_thresh_info,recipient,month_avg_amount,month_avg_prim_recip,month_avg_prim_recip_info,prim_recip_dom_curr_type_info,month_avg_sec_recip,month_avg_sec_recip_info,sec_recip_dom_curr_type_info,transfer_limit,transf_lim_yes_max_per_fam_info,transf_lim_yes_max_ben_info,transfer_variation,transfer_regularity,transfer_regularity_info,time_limit,time_limit_info,primary_condition,addit_condition,health_cond_comp,health_conditions,monitoring,verification,min_attend_req,perc_attend_req,perc_attend_req_other_info,enforcement,enforcement_other_info,supply_incentive,savings_comp,savings_comp_yes_info,econ_out,econ_out_yes_info,prog_type
53901725,Handa (2014),2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Ghana'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],2 years,Bi monthly. With an 8 month gap in the middle of the study,N/A,['No information provided'],['No information provided'],NA,NA,['Prospective QED'],NA,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",No threshold specified.,['Not reported/Unclear'],NA,['Transfer in domestic currency (numeric value only)'],NA,Ghanaian Cedis (GH¢),NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",GH¢ 15,NA,['None (flat transfer)'],['Bi-monthly'],NA,['Not reported/Unclear'],Assuming 24 months,['Not reported'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['Not reported/Unclear'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53901249,Hasan (2010),2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Pakistan'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['No'],['Unclear/ not specified'],['Unclear/not specified'],"Not specified. the program did not begin until 2004, census data was collected between 2003 and 2008. 4 years could be assumed?",Monthly,N/A,['Middle school'],['No information provided'],NA,NA,['Regression Discontinuity with randomisation'],"Not specified in the text.  Table 1, page 37 shows number of students at baseline  Female (Class 5 - 10)  Control = 50,191, Treatment = 24,028 Male (Class 5 - 10)  Control = 66,682, Treatment = 45,241",NA,['Other'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Student (or student and parent/guardian)'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",200,R,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",NA,NA,['None (flat transfer)'],['Quarterly/Trimesterly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['No additional conditions'],['No'],NA,['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['80%'],NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901727,Heinrich (2007),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Argentina'],['No'],['Other (Explain in notes)'],['No'],['No'],['Unclear/ not specified'],['Unclear/not specified'],NA,Twice per year.,N/A. No intervention sessions.,['No information provided'],['No information provided'],24,NA,['Individual RCT'],NA,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Not reported/Unclear'],NA,['Transfer in domestic currency (numeric value only)'],33.3,pesos,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Biannually'],NA,['Yes - time limited'],5 years.,['School attendance'],['Grade promotion'],['No'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
53901504,Heinrich (2011),2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Argentina'],['No'],['Other (Explain in notes)'],['No'],['No'],['Unclear/ not specified'],['Unclear/not specified'],NA,twice per year,N/A,['No information provided'],"['13', '14', '15', '16', '17']",24,NA,['Prospective QED'],"2,586 at followup",NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Not reported/Unclear'],NA,['Transfer in domestic currency (numeric value only)'],33.3,pesos,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Biannually'],NA,['Yes - time limited'],Participants were able to participate for up to 5 years.,['School attendance'],['Grade promotion'],['No'],NA,['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
53902687,James (2017),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['China'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],3 years,"Not specified. The cash transfer was 1500 yuan and was given every year, but there was no mention whether this was given in a cash sum or over multiple payments.",N/A,['Middle school'],['No information provided'],132,473,['Cluster RCT'],1418,NA,['Other'],['Other'],NA,['No'],NA,['Student (or student and parent/guardian)'],NA,['Transfer in domestic currency (numeric value only)'],125,yuan,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",Appears that there was a fixed amount per household,NA,['None (flat transfer)'],['Not reported/Unclear'],"Not specified, appears to be annually",['Yes - time limited'],3 years,['School enrolment'],NA,['No'],NA,['School enrolment'],['School enrolment'],['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
53902688,Jane (2016),2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],2 years.,Indicative of yearly,N/A,['No information provided'],"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",NA,NA,['Regression Discontinuity with randomisation'],Control = 1122 Treatment = 1180,NA,['Primary and secondary'],['Village/neighbourhood income'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Annually'],NA,['Yes - time limited'],a 2 year pilot study,['School enrolment'],"['School attendance', 'Other']",['Yes'],"['Student attendance at health check-ups', 'Other (details in info box)']",['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53902691,Jere (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Mexico'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],~2 years,Indicative of monthly.,N/A.,['No information provided'],"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",NA,NA,['Regression Discontinuity with randomisation'],NA,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",The threshold was not specified in this text.,['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Yes - time limited'],"The study was conducted over a two year period. The intervention has been implemented on a large scale separately to this study, and in that context there is no specification for a time limit.",['School attendance'],NA,['Yes'],"['Student attendance at health check-ups', 'Mothers attendance at health education workshops']",['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 3 - Conditional transfers where conditions are not monitored or enforced']
53902481,KERTESI (2014),2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Hungary'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],NA,1 year,NA,NA,['Nursery school/pre-school'],"['3', '4']",NA,NA,['Retrospective QED'],"26,900",NA,['Nursery/Kindergarten'],"['Household income', 'Other']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,['Not reported/Unclear'],['Primary recipient'],['Transfer in domestic currency (numeric value only)'],"2,500","HUF (Hungary)  the study was published 2014, probably written a couple of years ago, unsure about the exchange rate  of Euro or HUF to dollars at that time",NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Biannually'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['No additional conditions'],['No'],NA,['Not reported/Unclear'],['No verification'],['Yes'],['Not reported/Unclear'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902147,Kilburn (2017),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Malawi'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],54 weeks,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Cluster RCT'],"12,771",100,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Not reported/Unclear'],['Primary recipient'],['Transfer in domestic currency (numeric value only)'],300,MWK,NA,NA,NA,['No limit'],NA,NA,"['Age', 'Other']",['Monthly'],NA,['Not reported/Unclear'],it was for this study (1 year impacts) but overall it appears it's not,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['Yes (details in info box)'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53903125,Kim (2016),2016,NA,NA,0.1604,0.0995,Chichewa score - JCE & MCSE,"['Toolkit primary outcome', 'Reading primary outcome']",['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy  reading other,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1604,0.0995,NA,NA,NA,['Mathematics primary outcome'],0.0544,0.0833,NA,NA,NA,NA,NA,NA,NA,['Malawi'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['No'],['Other (please specify)'],['Unclear/not specified'],54 weeks,NA,NA,['Secondary/High school'],"['14', '15', '16', '17']",33,124,['Multisite RCT'],3997,NA,['Secondary only'],['Targeted population (please provide details in info box)'],NA,['No'],NA,"['Student (or student and parent/guardian)', 'Other']",['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",500,Kwacha - Malawi,NA,NA,NA,['No limit'],NA,NA,['Other'],['Monthly'],NA,['Yes - time limited'],experimental for 1 year,['School enrolment'],['Other'],['No'],NA,['Not reported/Unclear'],['Not reported/Unclear'],['No'],NA,NA,['Attendance at school'],NA,['Transfer complemented by supply incentive to school (details in info box)'],['No'],NA,['No'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53902534,Knox (1996),1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53902155,Latham (2013),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Colombia'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],4 years,every two months,N/A. No intervention sessions.,['No information provided'],"['3', '4', '5', '6', '7', '8', 'No information provided', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Cluster RCT'],9566 at evaluation,NA,['Not reported/Unclear'],['Targeted population (please provide details in info box)'],NA,"['If means testing was conducted, what was the threshold? (details in info box)', 'Yes']",NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Age'],['Bi-monthly'],NA,['Not reported/Unclear'],NA,['School attendance'],['Not reported'],['Yes'],['Student attendance at health check-ups'],['School attendance'],['School attendance'],['Yes'],['80%'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901251,Levy (2007),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Jamaica'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],Not specified,monthly,N/A,['No information provided'],['No information provided'],NA,NA,['Regression Discontinuity with randomisation'],2500 per group,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",Not specified,"['Parent or head of household', 'Student (or student and parent/guardian)']",NA,['Transfer in US $ (numeric value only)'],6.50,NA,['Transfer in US $ (numeric value only)'],6.50,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],NA,['School attendance'],['Not reported'],['Yes'],['Student attendance at health check-ups'],['School attendance'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Attendance at school'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901729,Levy (2010),2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Jamaica'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],"18 months between baseline and follow-up, however it appears that the intervention was available to families for as long as they were eligible.",Monthly,N/A,['No information provided'],"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Regression Discontinuity with randomisation'],~5000 households,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Not reported/Unclear'],NA,['Transfer in US $ (numeric value only)'],6.5,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],"Not specified. The study was conducted over an 18 month period, however, it appears that households can receive payments for as long as they are eligible for the assistance.",['School attendance'],['No additional conditions'],['Yes'],['Not reported/Unclear'],['School attendance'],['School attendance'],['Yes'],['85%'],NA,['Attendance at school'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901308,Maluccio (2004),2004,NA,NA,0.382,0.128,School Enrolment age 7 to 13 2000 to 2002,"['Toolkit primary outcome', 'Other outcome']",['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Curriculum  other,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],"duration of school career up to age 13 The program was designed to be available for up to three years. The evaluation, however, was predicted to last 1 year. This was extended to 2 years after delays in funding",two months,"NA No intervention sessions, and time at health check-ups not specified.","['Primary/elementary school', 'Secondary/High school', 'No information provided']","['7', '8', '9', '10', '11', '12', '13']",NA,NA,['Cluster RCT'],1359,100,['Primary and secondary'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Parent or head of household'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",120,NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",6,NA,['No limit'],NA,NA,['Age'],['Bi-monthly'],NA,['Yes - time limited'],Available for eligible households for up to three years,['School enrolment and attendance'],['Not reported'],['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Mothers attendance at health education workshops']","['School enrolment', 'School attendance', 'Grade promotion']","['School attendance', 'Health attendance']",['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['Yes (details in info box)'],"analysis is carried out on the effect of program of household income, household expenditure on food, number hours worked by student, mother and father",['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902486,Martinelli (2008),2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Mexico'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],2.5 years,monthly,"N/A. No intervention sessions as part of this program, ","['Primary/elementary school', 'Secondary/High school']",['No information provided'],NA,NA,['Prospective QED'],"506 communities (320 treatment, 186 control). No further information about sample size (individuals/households).",NA,['Primary and secondary'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Mother or female head of household'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",695 pesos,NA,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],"The outcome evaluation was conducted 2.5 years after implementing the program, but no time limitation mentioned.",['School enrolment and attendance'],['Not reported'],['Yes'],['Student attendance at health check-ups'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 3 - Conditional transfers where conditions are not monitored or enforced']
53902555,Millan (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Honduras'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],"A 5 year intervention, analysis was conducted 8 years after the completion of the intervention.",NA,N/A. No intervention sessions.,['No information provided'],"['3', '6', '7', '8', '9', '10', '11', '12']",NA,NA,['Cluster RCT'],NA,NA,['Not reported/Unclear'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Biannually'],NA,['Yes - time limited'],5 years,['School enrolment and attendance'],['Not reported'],['Yes'],"['Health visits for pregnant and breastfeeding women', 'Mothers attendance at health education workshops']",['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['Yes (details in info box)'],"Information on labour market returns, and domestic and international migration status' were provided for individuals from the household 13 years after the beginning of the intervention.",['Level 7 - Insufficient information to assign a category']
53902169,Miller (2011),2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['USA'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],"The intervention was operational for 3 years, but this paper evaluates outcomes for the first 2 years of the program.",NA,N/A. No intervention sessions as part of the CCT program.,['No information provided'],['No information provided'],NA,NA,['Regression Discontinuity with randomisation'],NA,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Parent or head of household'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Bi-monthly'],NA,['Yes - time limited'],3 years,['Not reported'],"['School attendance', 'Academic achievement (details in info box)', 'Other']",['No'],NA,['Not reported/Unclear'],['Other (details in info box)'],['Yes'],['95%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901172,Miller (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Malawi'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],1 year,monthly,N/A. no intervention sessions,['No information provided'],"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",NA,NA,['Regression Discontinuity with randomisation'],"1242 students (at baseline) Control  520, Intervention  722",NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,NA,['Primary recipient'],['Transfer in US $ (numeric value only)'],Primary  1.42 Secondary  2.86  (In addition to a base transfer ranging from 4.3 to 12.85),NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Other'],['Monthly'],NA,['Yes - time limited'],"The evaluation looked at just the first year of the program, but the author notes that there are plans to increase the reach of the intervention in the coming years, which indicates that it wouldn't necessarily be limited to eligible households.",['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53902168,Miller (2016),2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['USA'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],3 years,Every two months.,N/A. no intervention sessions.,['No information provided'],['No information provided'],NA,NA,['Cluster RCT'],~2400 families,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53901455,Mo (2013),2013,NA,NA,-0.2771,0.116,Dropout rate,"['Toolkit primary outcome', 'Other outcome']",['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Curriculum  other,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['China'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],1 year,once each semester - twice per academic year,NA,"['Primary/elementary school', 'Middle school']",['12'],10,NA,['Individual RCT'],Intervention  142 Control Group 1  128 Control Group 2  1085 Total  1355,100,"['Primary and secondary', 'Not reported/Unclear']",['Targeted population (please provide details in info box)'],researchers selected poor students based on the reports of class teachers and head of the school,['No'],NA,['Parent or head of household'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",500 divided by 4 months per semester = 125,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']","It appears that there was only one eligible student per family, and the transfer was flat at 500 RMB per semester",NA,['None (flat transfer)'],['Biannually'],NA,['Yes - time limited'],1 year,['School enrolment'],['No additional conditions'],['No'],['Not reported/Unclear'],"['School enrolment', 'School attendance']",['School enrolment'],['Yes'],['80%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
53902559,Mostert (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['South Africa'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],No specific duration of this intervention. This study was retrospective in nature and the students/ families will have received the CT over many years.,Monthly,N/A. No intervention sessions as part of this program,"['Primary/elementary school', 'Secondary/High school']","['11', '14']",NA,NA,['Prospective QED'],"The authors used a database of over 120,000 individuals / 20,000 households, but did not specify how many of those individuals were included in the study.",NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Parent or head of household'],NA,['Transfer in domestic currency (numeric value only)'],330,R (Rand),NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
58091917,Oosterbeck (2008) 1_2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Ecuador'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],NA,NA,NA,['No information provided'],"['5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Regression Continuity  - naturally occurring'],"2,384",NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']","it depends on household assets and housing characteristics (television, car, telephone, electricity, water, etc.),",['Parent or head of household'],NA,['Transfer in US $ (numeric value only)'],15,NA,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],NA,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
