StudyID,Admin_Strand,Author,OutcomeID_1,OutcomeLabel_1,TestType_Outcome_1,EffectSizeType_Outcome_1,ToolkitStrand_Outcome_1,InterventionText_1,ControlText_1,Outcome_1,SMD_1,SESMD_1,CIupperSMD_1,CIlowerSMD_1,OutcomeID_2,OutcomeLabel_2,TestType_Outcome_2,EffectSizeType_Outcome_2,ToolkitStrand_Outcome_2,InterventionText_2,ControlText_2,Outcome_2,SMD_2,SESMD_2,CIupperSMD_2,CIlowerSMD_2,OutcomeID_3,OutcomeLabel_3,TestType_Outcome_3,EffectSizeType_Outcome_3,ToolkitStrand_Outcome_3,InterventionText_3,ControlText_3,Outcome_3,SMD_3,SESMD_3,CIupperSMD_3,CIlowerSMD_3,OutcomeID_4,OutcomeLabel_4,TestType_Outcome_4,EffectSizeType_Outcome_4,ToolkitStrand_Outcome_4,InterventionText_4,ControlText_4,Outcome_4,SMD_4,SESMD_4,CIupperSMD_4,CIlowerSMD_4,OutcomeID_5,OutcomeLabel_5,TestType_Outcome_5,EffectSizeType_Outcome_5,ToolkitStrand_Outcome_5,InterventionText_5,ControlText_5,Outcome_5,SMD_5,SESMD_5,CIupperSMD_5,CIlowerSMD_5,OutcomeID_6,OutcomeLabel_6,TestType_Outcome_6,EffectSizeType_Outcome_6,ToolkitStrand_Outcome_6,InterventionText_6,ControlText_6,Outcome_6,SMD_6,SESMD_6,CIupperSMD_6,CIlowerSMD_6,OutcomeID_7,OutcomeLabel_7,TestType_Outcome_7,EffectSizeType_Outcome_7,ToolkitStrand_Outcome_7,InterventionText_7,ControlText_7,Outcome_7,SMD_7,SESMD_7,CIupperSMD_7,CIlowerSMD_7,OutcomeID_8,OutcomeLabel_8,TestType_Outcome_8,EffectSizeType_Outcome_8,ToolkitStrand_Outcome_8,InterventionText_8,ControlText_8,Outcome_8,SMD_8,SESMD_8,CIupperSMD_8,CIlowerSMD_8,OutcomeID_9,OutcomeLabel_9,TestType_Outcome_9,EffectSizeType_Outcome_9,ToolkitStrand_Outcome_9,InterventionText_9,ControlText_9,Outcome_9,SMD_9,SESMD_9,CIupperSMD_9,CIlowerSMD_9,OutcomeID_10,OutcomeLabel_10,TestType_Outcome_10,EffectSizeType_Outcome_10,ToolkitStrand_Outcome_10,InterventionText_10,ControlText_10,Outcome_10,SMD_10,SESMD_10,CIupperSMD_10,CIlowerSMD_10
37133964,['Peer tutoring'],Siemens (2001),44479,TR Science achievement – cross age tutors,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Science,With business as usual,Primary outcome,0.0304,0.2024,0.4271,-0.3663,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093596,['Peer tutoring'],Simmons (1995),48497,TR Stanford Reading Comprehension,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,0.5208,0.3053,1.1192,-0.0775,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38878122,['Small group tuition'],Sindelar (1982),45706,Stanford Achievement Test,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading comprehension,With business as usual,Primary outcome,0.1236,0.372,0.8528,-0.6055,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093365,['Peer tutoring'],Singh (1981),47743,TE Mathematics Computational Ability-Tutees -Peer tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.9206,0.2987,1.506,0.3352,47754,TE Mathematics Concepts and application-Tutees-Peer Tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.4625,0.2869,1.0249,-0.0998,47761,TR Mathematics Computation-Tutors-Peer Tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.2866,0.2844,0.8441,-0.2709,47762,TR Mathematics Concepts and application-Tutors-Peer Tutoring,"['Post-test unadjusted (select one from this group)', 'NA']","['Test type: Standardised test ', 'NA']","['Toolkit: Peer Tutoring', 'NA']",Mathematics,With business as usual,Secondary outcome(s),0.8577,0.2966,1.4391,0.2763,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117298,['Extending school time'],Smeallie (1997),52231,(ACAvg) score-extending school time ,"['Post-test unadjusted (select one from this group)', 'NA']","['Test type: Standardised test ', 'NA']","['Toolkit: Peer Tutoring', 'NA']",Combined subjects,With business as usual,Primary outcome,-0.4767,0.2578,0.0286,-0.9821,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37133968,"['Peer tutoring', 'Digital technology']",Smith (2010),44355,REC Multiplication automaticity - Peer tutoring group,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.1547,0.2401,0.6252,-0.3158,44356,Multiplication automaticity test for computer group,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Digital technology'],Mathematics,With business as usual,Primary outcome,0.2843,0.2452,0.7649,-0.1964,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37092727,['Feedback'],Sonnenschein (1986),46864,VERB Speaking/Listening/Criticism-Feedback,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Feedback'],Combined subjects,With business as usual,Secondary outcome(s),3.71,0.74,5.1604,2.2596,46865,VERB Speaking - Feedback,['Post-test adjusted for baseline attainment'],[],['Toolkit: Feedback'],Literacy: speaking and listening/oral language,With business as usual,Secondary outcome(s),2.05,0.55,3.128,0.972,46866,VERB Listening - Feedback,['Post-test adjusted for baseline attainment'],[],['Toolkit: Feedback'],Literacy: speaking and listening/oral language,With business as usual,Primary outcome,1.7,0.5,2.68,0.72,46867,VERB Criticism - Feedback,['Post-test adjusted for baseline attainment'],[],['Toolkit: Feedback'],Literacy: speaking and listening/oral language,With business as usual,Secondary outcome(s),4.8,0.88,6.5248,3.0752,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117168,['Extending school time'],Sorensen (1995),51543,Stanford Achievement Test,[],[],[],Literacy: reading comprehension,With business as usual,Primary outcome,-0.0184,0.0218,0.0244,-0.0611,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38296682,['Feedback'],Speckesser (2018),47224,VERB FA Attainment 8 GCSE,['Post-test adjusted for baseline attainment AND clustering'],['Test type: National test'],['Toolkit: Feedback'],NA,With business as usual,Primary outcome,0.1,0.06,0.2176,-0.0176,47225,VERB Attainment 8 GCSE-FSM,['Post-test adjusted for baseline attainment AND clustering'],['Test type: National test'],['Toolkit: Feedback'],Combined subjects,With business as usual,SES/FSM outcome,0.07,0.06,0.1876,-0.0476,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37116236,['Peer tutoring'],Spörer (2009),48342,REC PALS Reading Comprehension Test (ST),"['Post-test adjusted for baseline attainment AND clustering', 'NA']","['Test type: Standardised test ', 'NA']","['Toolkit: Peer Tutoring', 'NA']",Literacy: reading comprehension,With active control,Primary outcome,0.31,0.15,0.604,0.016,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117229,['Extending school time'],St Pierre (2001),52232,Spelling scores-extending school time,"['Post-test adjusted for baseline attainment AND clustering', 'NA']","['Test type: Standardised test ', 'NA']","['Toolkit: Peer Tutoring', 'NA']",Literacy: spelling,With business as usual,Primary outcome,0.4067,0.0,0.4067,0.4067,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093602,['Peer tutoring'],Stainback (1972),47765,TE Mathematics Achievement-Tutees-Peer Tutoring,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.1551,0.2586,0.662,-0.3518,47772,TR Mathematics Achievement-Tutors,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.4829,0.2619,0.9962,-0.0304,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37116233,['Peer tutoring'],Stein (2008),48488,REC Rapid Letter Sounds (Workshop vs Control post-test),['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Primary outcome,0.3635,0.0507,0.4629,0.2641,48489,REC Rapid Letter Sound (Booster vs Control Post-test),['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.5035,0.0515,0.6044,0.4026,48490,REC Rapid Letter Sound (Helper vs Control Post-test),['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.438,0.0568,0.5493,0.3266,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37133971,['Peer tutoring'],Stephens (2002),49009,TE Reading Vocabulary (first grade),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Secondary outcome(s),0.64,1.12,2.8352,-1.5552,49010,TE Reading Comprehension (Grade-1),[],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,0.6,0.48,1.5408,-0.3408,49011,TE Spelling (Grade 1),[],[],['Toolkit: Peer Tutoring'],Literacy: spelling,With business as usual,Secondary outcome(s),0.68,0.28,1.2288,0.1312,49013,TR Reading Comprehension (Grade 5) T-test,[],[],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,0.0605,0.2846,0.6183,-0.4973,49012,TR Reading Vocabulary (Grade 5) T-test,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Secondary outcome(s),0.4532,0.3012,1.0435,-0.1372,49014,TR Spelling (Grade-5) T-test,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: spelling,With business as usual,Secondary outcome(s),0.2918,0.2948,0.8696,-0.286,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093603,['Peer tutoring'],Stevens (1987),47694,REC Reading Comprehension,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,0.1066,0.0932,0.2893,-0.0762,47695,REC Reading Vocabulary,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Secondary outcome(s),0.0586,0.0932,0.2413,-0.1241,47696,REC Spelling,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: spelling,With business as usual,Secondary outcome(s),0.1679,0.0933,0.3509,-0.015,47697,REC Writing,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: writing,With business as usual,Secondary outcome(s),0.2784,0.1602,0.5924,-0.0356,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38296685,"['Extending school time', 'Small group tuition']",Styles (2014),45690,Y7 Reading (NGRT) - smgrouptuit/extschooltime Chbooks,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With business as usual,Primary outcome,-0.14,0.087,0.0305,-0.3105,45691,Y7 Reading (NGRT) - smgrouptuit/extschooltime Chbooks+,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With business as usual,Primary outcome,-0.01,0.087,0.1605,-0.1805,45692,Y7 Reading (NGRT) - smgrouptuit/extschooltime Chbooks (FSM),['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With business as usual,SES/FSM outcome,-0.3,0.168,0.0293,-0.6293,45693,Y7 Reading (NGRT) - smgrouptuit/extschooltime Chbooks+ (FSM),['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With business as usual,SES/FSM outcome,-0.09,0.15,0.204,-0.384,45696,Y7 Passage comprehension - smgrouptuit/extschooltime Chbooks,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With business as usual,Secondary outcome(s),-0.1,0.094,0.0842,-0.2842,45697,Y7 Passage comprehension - smgrouptuit/extschooltime Chbooks+,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With business as usual,Secondary outcome(s),-0.03,0.097,0.1601,-0.2201,45694,Y7 Sentence completion - smgrouptuit/extschooltime Chbooks,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: decoding/phonics,With business as usual,Secondary outcome(s),-0.18,0.097,0.0101,-0.3701,45695,Y7 Sentence completion - smgrouptuit/extschooltime Chbooks+,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",Literacy: reading other,With business as usual,Secondary outcome(s),0.001,0.099,0.195,-0.193,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671586,['Teaching assistants'],Styles (2015),45484,NGRT - Reading Score,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Primary outcome,0.2,0.11,0.4156,-0.0156,45507,Sentence Completion Score,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Secondary outcome(s),0.06,0.11,0.2756,-0.1556,45508,NGRT (FSM) - Reading Score ,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,SES/FSM outcome,0.33,0.2,0.722,-0.062,45509,NGRT - Passage Comprehensive Score,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Secondary outcome(s),0.25,0.12,0.4852,0.0148,45510,CELF - Recalling Sentences,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Secondary outcome(s),-0.04,0.12,0.1952,-0.2752,45511,CELF - Recalling Sentences FSM,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Secondary outcome(s),0.16,0.24,0.6304,-0.3104,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093606,['Peer tutoring'],Sutherland (1999),47681,REC Individual Writing Level ,['Pre-post gain'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Literacy: writing,With business as usual,Secondary outcome(s),0.4808,0.2538,0.9783,-0.0166,49720,REC Individual writing scores,['Pre-post gain'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Literacy: writing,With business as usual,Primary outcome,0.4959,0.2541,0.9939,-0.002,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671517,['Teaching assistants'],Swain (2010),48491,Burt Word Recognition Test,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Primary outcome,-0.0296,0.1048,0.1757,-0.235,48492,Sound Linkage Test,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Secondary outcome(s),-0.115,0.1049,0.0905,-0.3205,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37092790,['Feedback'],Swanson (1977),46925,F+REM Chemistry Achievement (Keller vs Control),['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Feedback'],Science,With business as usual,Secondary outcome(s),0.0441,0.3334,0.6975,-0.6093,46926,F+REM Chemistry Achievement (Bloom vs Control),['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Feedback'],Science,With business as usual,Primary outcome,0.4733,0.3435,1.1466,-0.1999,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093367,['Peer tutoring'],Swenson (1975),49721,TR Arithmetic scores,['Pre-post gain'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.2085,0.2957,0.788,-0.371,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37061134,['Feedback'],Tait (1973) 1_1,48287,"DIG Y2,3 multiplication criterion measure - Active & passive feedback (Arm 1 & 2)",['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Feedback'],Mathematics,With business as usual,Primary outcome,0.8139,0.308,1.4176,0.2102,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40294957,['Feedback'],Tait (1973) 1_2,46962,DIG Criterion Test (feedback vs no feedback),['Post-test adjusted for baseline attainment'],[],['Toolkit: Feedback'],Mathematics,With business as usual,Primary outcome,0.7688,0.3019,1.3604,0.1772,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093607,['Peer tutoring'],Taylor (1997),49722,TE MAT7 Reading,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,1.0368,0.0,1.0368,1.0368,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
