StudyID,Strand,TypeofTest,TypeofTestHighlightedText,StandardisedTest,StandardisedTestHighlightedText,ResearcherDevelopedTest,ResearcherDevelopedTestHighlightedTest,SchoolDevelopedTest,SchoolDevelopedTestHighlightedTest,NationalTestorExam,NationalTestorExamHighlightedTest,InternationalTests,InternationalTestsHighlightedTest
38296685,Small Group Tuition,NA,NA,NA,"['Page 12:\n[¬s]"" New Group Reading Test (NGRT; GL Assessment[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37671586,Teaching assistants,NA,NA,NA,"['Page 11:\n[¬s]""A Clinical Evaluation of Language Fundamentals (CELF), Pearson Clinical Recalling Sentences Test 5 was used as an additional secondary outcome.[¬e]""', 'Page 6:\n[¬s]""GL Assessment New Group Reading Test (NGRT)[¬e]""', 'Page 9:\n[¬s]""Hodder’s digital Access Reading Test[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37093606,Peer Tutoring,NA,NA,NA,NA,Developed to gauge perceptions of pupils.,"['Page 15:\n[¬s]""A post-project subjective feedback questionnaire (based on Topping, 1995) was completed by experimental participants (see Appendix B). More recent affective measures such as the Writer Self-Perception Scale (Bottomley, Henk and Melnick, 1997) were not available at the time. Group discussions were also held with the participants after the questionnaire had been completed. Direct observations and informal discussions with the participants and class teachers took place throughout the project.[¬e]""']",To understand attitudes.,NA,The researcher test was developed from this criteria.,"['Page 15:\n[¬s]""After considering the literature on methods for analysing writing (see above), it was decided to use the 5±14 National Curriculum Guidelines for assessment of writing (Scottish Office Education Department, 1991).""\n""Analyses of individual writing were based on the piece of class individual writing completed immediately before and after the project.[¬e]""']",NA,NA
37671517,Teaching assistants,NA,NA,NA,"['Page 17:\n[¬s]""Phonological Sk ills: Pupils were assessed on their ability to comple te a number of oral phonologica l tasks including blending orally presented, phone mes , segmentin g words into phone mes and detecting non-rhym ing words from a choice of three, using the Sound Linkage Test of Phonolo gica l Awareness (Hatcher 2001).""\n""Word Recognition: Pupils were assessed on two measures. Firstly, the numbe r of words they were able to recognis e from the list of the first 45 high frequenc y words suggeste d by the Primary Nationa l Strategy (PNS) was noted. The Burt Graded Word Reading Test (1976) was used as a second measure of word recognitions kills[¬e]""']",NA,"['Page 17:\n[¬s]""Letter k nowledge: Pupils were assessed on their ability to supply the letter names and sounds commonly associated with all 26 letters of the alphabet. Both upper and lower case letters were assessed, giving a total of 104 possible responses.""\n""Spelling Sk ills: Pupils\' raw scores on the Schonell spelling test were used to note skills in this area.""\n""Text Reading Sk ills: During the Reading Intervention progra mme childre n read a range of childre n\'s books , graded according to an objective formula describe d by Hatcher (2000).[¬e]""']",NA,NA,NA,NA,NA,NA
37092790,Feedback,NA,NA,NA,NA,NA,"['Page 7:\n[¬s]""The data gathering instruments used were constructed by the in-*. ...vestigator[¬e]""']",NA,NA,NA,NA,NA,NA
37093367,Peer Tutoring,NA,NA,"The sociometric measure developed by Chaires (1966) was used (see Appendix A) Self-appraisal inventory. Instructional Objectives Exchange (IOX), directed by James Pophara (1970, Title III?)","['Page 27:\n[¬s]"" The sociometric measure developed by Chaires (1966) was used (see Appendix A)""\n""Self-esteem: Self-aonraisal inventory. In 1970, after searching for satisfactory self-esteem measures, Title III representatives coop\xad eratively pooled their financial resources and commissioned the In-[¬e]""', 'Page 28:\n[¬s]""19 structional Objectives Exchange (IOX), directed by James Pophara[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37061134,Feedback,NA,NA,NA,NA,"A paper-and-pencil test consisted of 20 multiplication problems: (1) half the problems the number being multiplied was two digits in length and that in half it was three digits in length, (2) half the problems the multiplier was a digit from 2 to 5, while in the other half a digit from 6 to 9.","['Page 3:\n[¬s]""The criterion measure consisted of 20 multiplication problems generated at random with the constraints (1), that in half the problems the number being multiplied was two digits in length and that in half it was three digits in length, and (2), that in half the problems the multiplier was a digit from 2 to 5, while in the other half a digit from 6 to 9. The same paper-and-pencil form of the criterion measure was used as the pre-test and the post-test. Each child received the pre-test about 20 hours before his first practice session and received the post-test about two hours after his last session.[¬e]""']",NA,NA,NA,NA,NA,NA
40294957,Feedback,NA,NA,NA,NA,Test 1: Critierion measure. Test 2: Test on the 'tables'. ,"['Page 4:\n[¬s]""Under every condition, the pupils took two pre-tests, received 12 computer-controlled practice sessions, and then took two post-tests. The criterion measure consisted of 24 multiplication problems.""\n""The same paper-and-pencil form of the criterion measure was used as a pre\xad test and a post-test.""\n""The second and subsidiary measure required writing the products of all possible pairs of one-digit numbers. For convenience this will be called the test on the ‘ tables,’ though we do not wish to imply that the children had literally learned tables.[¬e]""']",NA,NA,NA,NA,NA,NA
37093607,Peer Tutoring,NA,NA,NA,"['Page 5:\n[¬s]""ified 31 children whose mean score on the fall M[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37133974,Peer Tutoring,NA,NA,NA,"['Page 43:\n[¬s]""The reading pretest and posttest used standard Reading Assessment Passages (RAPs). T h e RAPs provided a short reading assessment that is standardized, measured oral reading rate, and had generic third grade reading passages (Appendix E). [¬e]""', 'Page 44:\n[¬s]""assessed each student with the RAPs individually. The students orally read the passages to the experimenter. For the first 3 minutes the number of errors (substitution, omissions, additions, hesitations) were recorded by the experimenter. When the student finished reading, the experimenter recorded the number of words read correctly during the first 3 minutes and divided by 3 to get the correct number of words read per minute. The experimenter provided no positive or corrective feedback during the reading fluency assessment. Upon completion of the reading passage, the experimenter asked the student 5 comprehension questions beginning with the words who, what, where, why, and how. The questions were m arked with a plus if correct and a minus if incorrect.[¬e]""']",NA,"['Page 43:\n[¬s]""The spelling pretest and posttest consisted of a random sampling of words taught during the 8-week implementation period. Each class used the same spelling words. The words to be learned each week during implementation were put in eight separate piles and three words from each of the eight piles were randomly picked for use in the testing. This provided a total of 2 4 words to be given to each class as a group at the beginning of the project and at the end of the project (Appendix D). The experimenter chose to test the spelling words in isolation because this was the way the students w ere tested weekly by their classroom teachers.[¬e]""']",NA,NA,NA,NA,NA,NA
45336793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294958,Feedback,NA,NA,NA,"['Page 4:\n[¬s]""Metropolitan Achievement Test (MAT), Form F for mathematics[¬e]""']",NA,NA,NA,"['Page 4:\n[¬s]""Science prior achievement was operationalizedin terms of science grades submitted to the students by their teachers before the study was conducted.[¬e]""']",NA,NA,NA,NA
37133976,Peer Tutoring,NA,NA,"Tests used were: * the Iowa Test of Basic Skills (ITBS) to test reading and maths performance * The Wechsler Individual subtects (WIAT) to measure achievement in basic reading and math computation.  * The Self-Perception Profile for Children (SPPC) to measure social gains * the social skills rating system (SSRS) to rate social behavours that can affect teacher-student relations, peer acceptance and academic performance ","['Page 65:\n[¬s]"" the Iowa Test o f Basic Skills (ITBS); the Wechsler Individual Achievement Test (WIAT); the Self-Perception Profile for Children (SPPC); and the Social Skills Rating System(SSRS).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37061135,Feedback,NA,NA,NA,"['Page 6:\n[¬s]""Reading Test,""\n""scales from""\n""Questionnaire.""\n""Emotionality instrument""\n""Sarason’s""\n""Weinstein""\n""Morris,""\n"" The Nelson-Denny""\n""(1980) Test Anxiety Scale,""\n"" five""\n""\' s (1983) Learning and Study Skills""\n""Davis & Hutching\'s (1981) Worry and[¬e]""']",NA,"['Page 6:\n[¬s]""a constructed response""\n""posttest was administered.[¬e]""']",NA,NA,NA,NA,NA,NA
37092791,Feedback,NA,NA,NA,NA,NA,NA,NA,"['Page 3:\n[¬s]"" locally developed objective referenced test item, bank and a computer feedback system,""\n""Items from the item bank were used to construct two types of tests. Monitor tests measured a large number of either reading or arithmetic\'objectives, one item per objective. Teachers were / ■ » • able to detect changes in group performance on all objectives. Unit tegts were designed to measure each pupil\'s competency on a particular objective. As each objective was measure^ by five items, ^teachers were able to\'determine whether a student had- ; mastered a specific objective.[¬e]""']",NA,NA,NA,NA
37092612,Feedback,NA,NA,NA,NA,NA,"['Page 51:\n[¬s]""Achievement Multiple-Choice Items Forty-five multiple-choice items were designed to measure students’ general achievement regarding sinking and floating and related material. These items were designed to measure students’ declarative knowledge and paper-and-pencil procedural knowledge as it related to the content of the unit. [¬e]""', 'Page 52:\n[¬s]""Performance Assessment. The PA was designed to measure students’ procedural and schematic knowledge related to sinking and floating. Part 1 was more procedure-intensive than Part 2, whereas Part 2 required more conceptual understanding of sinking and floating and measurement. Students were given a set of supplies that included four blocks of different unknown densities, graduated cylinder, ruler, overflow can, water, mystery liquid, and supplies for manipulating objects such as tongs and paper towels. Part 1 of the PA asked students to find the density of a block, given its mass and materials to measure its volume; this task required procedural knowledge covered specifically in the instructional unit to complete. [¬e]""']",NA,NA,NA,NA,NA,NA
43090197,Peer Tutoring,NA,NA,NA,"['Page 5:\n[¬s]""Subtests 13,14, and 15 of the Woodcock-Johnson Psycho-Educational Batte,y, Part 2: Tests of Achjeyement.[¬e]""', 'Page 6:\n[¬s]""The Beginning Readjng I criterion diagnos~lc test[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
43090198,NA,NA,NA,NA,"['Page 4:\n[¬s]""ng-achievement test utilized in this study was the Woodcock- Johnson Psycho-Educational Battery, part 2 (Tests of Achievement, subtests 13-15) (Woodcock & Johnson, 19[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37133980,Peer Tutoring,NA,NA,"Attitude to reading was measured using 'The Elementary reasing Attitude Survey (ERAS)', developed by McKenna & Kear, 1990","['Page 18:\n[¬s]""Attitude to reading. The Elementary Reading Attitude Survey (ERAS) (McKenna & Kear, 1990) was used to measure the students\' attitudes towards reading.[¬e]""']","The researchers develope their own measure of thinking skills by following the test of critical thinking by Norris and Emmos (1989). They developed a table of specifications of aspects of thinking that could be tested using PT questions. Students were given a written text and answer grid containing questions. The researcher read the story aloud to the class, stopping to ask questions and allow children to answer on their grid.   Subjective Participant Feedback was collected through discussion meetinsg where participants were selected by dividing by gender, ranked by reading score, then every 4th student asked to join the discussin group.   ","['Page 16:\n[¬s]""Thinking skills. Despite an extensive search, no norm-referenced tests of thinking skills (as distinct from general cognitive abilities) suitable for this age range and sensitive enough for this application were found. Accordingly, a curriculum-based criterion-referenced test to assess thinking skills was developed by the researchers, following the guidelines for an open-ended test on critical thinking proposed by Norris and Ennis (1989). Following their recommendations, a table of speci®cations of aspects of thinking that might be tested using the PT questions was developed (see Table 3). Ten related questions each demanding a different aspect of thinking based upon a short ®ctional story were selected from the during and after Level 3 PT framework, to avoid any ceiling effect that might otherwise occur at post-test (see Appendix 1). Some of these questions related quite speci®cally to the content of the test story, but the majority required more abstract and generalized thinking skills[¬e]""', 'Page 18:\n[¬s]"" A researcher then read the story aloud to the whole class, pausing at pre- determined places during the reading to ask the questions orally and allow the children time to record their answers on the answer grid. Many of the tutees found some of the questions dif®cult to understand and several requested help. Encouragement was given to try hard, but they were instructed to write ``I don\'t know\'\' next to any questions they did not understand. Of course, it might be argued that this procedure was to some extent testing listening and memory skills as much as thinking skills, but it was at least seeking to minimize testing of reading skills, and this would apply equally to both groups.""\n""The same procedure for testing thinking skills was repeated at post-test with a different ®ctional story (``The Bulb Grower\'\'). There was concern that the post-test should not suffer from a ceiling effect. The chosen post-test was accordingly considerably more dif®cult and required more inference (as demonstrated crudely by differences in Flesch-Kincaid readability indices, and more subtly by conference and consensus among the research and teacher teams). This was thought likely to impact tutees particularly. Also, the tutors from the experimental group had experienced a change of teacher towards the end of the program and at the time of post-testing they were still adapting to this. During the post-test, their concentration was markedly poorer than during the pre-test[¬e]""', 'Page 19:\n[¬s]""Subjective participant feedback. Two discussion meetings were held for samples of experimental tutors and tutees (separately) at the end of Phase 2. PT tutors were divided by gender, ranked by pre-Phase 1 reading score, then every fourth student selected to join the discussion group. The same was done for PT tutees. The children were very forthcoming in expressing their opinions. The class teachers\' impressions of the project were gained through a questionnaire at the end of Phase 2.[¬e]""']",NA,NA,NA,NA,NA,NA
37133982,Peer Tutoring,NA,NA,NA,NA,Curriculum-based criterion-referenced test was developed  This was administered individually to each participating child in a quiet area by a researcher. Each child was asked to respond to two general questions and then to tell all they knew about 10 high frequency scientific keywords chosen from the paired science activity pack  Questionnaire for Children,"['Page 10:\n[¬s]""Locating tests of scienti\x1ec knowledge with appropriate focus and adequate short-term sensitivity proved to be problematic, so a curriculum-based crite- rion-referenced test was developed (see Appendix 2).""\n""This was administered individually to each participating child in a quiet area by a researcher. Each child was asked to respond to two general questions and then to tell all they knew about 10 high frequency scienti\x1ec keywords chosen from the paired science activity pack. Each child\x92s verbal responses were audio recorded. The keywords were chosen to provide a mixture of words speci\x1ec to science and some more widely applicable words.[¬e]""']",NA,NA,NA,NA,NA,NA
37116207,Peer Tutoring,NA,NA,NA,"['Page 2:\n[¬s]""A macro-evaluation tested and retested using Performance Indicators in Primary Schools over a two- year period. A micro-evaluation tested and retested within each year using a criterion-referenced test of mathematical problem solving.[¬e]""', 'Page 8:\n[¬s]"" The Performance Indicators in Primary Schools (PIPS) (Centre for Evaluation and Monitoring 2009a) were used to collect data on children at age seven years, nine years and 11 years. These were group pencil and paper tests of mathematics and non-verbal ability, although the mathematics part included a good deal of numeracy and relatively little problem solving.[¬e]""']",NA,"['Page 8:\n[¬s]"" A criterion-referenced test of attainment in mathematical problem solving was developed, based upon items from the Fife Council (2007) Common-Order Framework in Mathematics.[¬e]""']",NA,NA,NA,NA,NA,NA
38296692,NA,NA,NA,NA,"['Page 11:\n[¬s]""Progress in English (PiE) 11: Second Edition Long Form (LF) Test, GL Assessment[¬e]""']",NA,NA,NA,NA,NA,"['Page 11:\n[¬s]""The pre-test was pupils’ performance in Key Stage 2 English at the end of Year 6, obtained through the national pupil database (NPD).[¬e]""']",NA,NA
38296693,Small Group Tuition,NA,NA,NA,"['Page 12:\n[¬s]""The Progress in English (PiE) test (PiE 11: Second Edition Long Form (LF) Test, GL Assessment), was the main test used to determine literacy outcome. The test includes both narrative and non- narrative exercises and assesses both reading and writing skills including areas such as spelling, grammar and comprehension. The Progress in English test was the only test available to the evaluation team (in order to comply with EEF testing policy) which included a writing component. Tests were marked by GL Assessment blind to allocation (i.e. markers did not know whether test papers were from either the intervention or control pupils).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
38296689,Small Group Tuition,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Page 16:\n[¬s]""KS2 standard assessment tests (SATs) scores in maths and English (reading, grammar, punctuation and spelling—GPS), which are mandatory national tests, were used as the outcome measures in this trial, with maths being the primary outcome and English being a secondary outcome.[¬e]""']",NA,NA
38878260,Small Group Tuition,NA,NA,NA,"['Page 11:\n[¬s]""Phonemic Decoding • Word Attack (WA) subtest from the Woodcock Reading Mastery Test-Revised (WRMT-R) • Phonemic Decoding Efficiency (PDE) subtest from the Test of Word Reading Efficiency (TOWRE)""\n""Word Reading Accuracy and Fluency • Word Identification (WI) subtest from the WRMT-R • Sight Word Efficiency (SWE) subtest from the TOWRE • Oral Reading Fluency subtest from Edformation, Inc. The text of this report refers to the reading passages as \x93Aimsweb\x94 passages, which is the term used broadly in the reading practice community. Reading Comprehension • Passage Comprehension (PC) subtest from the WRMT-R • Passage Comprehension from the Group Reading Assessment and Diagnostic Evaluation (GRADE)[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
38878273,Small Group Tuition,NA,NA,NA,"['Page 8:\n[¬s]""part of the prenorm version of the Comprehensive Test of Phonological Processing""\n""TOWRE""\n""Gray Oral Reading Test (GORT-3;""\n"" passage comprehension subtest of the WRMT""\n"" reading comprehension score from the GORT-3[¬e]""', 'Page 9:\n[¬s]"" Stanford- Binet Intelligence Scale, 4th ed.[¬e]""']",NA,"['Page 9:\n[¬s]""A developmental spelling analysis[¬e]""']",NA,NA,NA,NA,NA,NA
40398947,Small Group Tuition,NA,NA,NA,NA,NA,"['Page 5:\n[¬s]""The primary outcome was writing skills, measured using a bespoke test based on previous Key Stage 2 (KS2) assessment papers.""\n""an implementation and process evaluation was conducted which involved a teacher survey and a visit to a sample of schools to conduct lesson observations and teacher interviews.[¬e]""']",NA,NA,NA,NA,NA,NA
37093368,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117231,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPAs were collected from the school district and used to measure academic improvement,NA,NA,NA
37092613,Feedback,NA,NA,NA,NA,NA,NA,NA,"['Page 56:\n[¬s]""Student achievement in mathematics was assessed primarily through common benchmark assessments given at the beginning, the middle, and at the end of the trimester. These tests were designed by the middle school math teachers who used the tests (see Figure 4.) ""\n""Tests were designed by the middle school math teachers during a district sponsored summer workshop. According to the teacher test developers, items on the tests corresponded directly with expectations of what the students should learn during the first [¬e]""', 'Page 57:\n[¬s]""trimester consistent with the California State Standards.""\n""student assessments were part of an on-line assessment system for those classroom sections in the treatment group (T)[¬e]""']",NA,NA,NA,NA
39253235,NA,NA,NA,NA,"['Page 32:\n[¬s]""The California Achievement Test[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37133983,Peer Tutoring,NA,NA,NA,NA,A test was needed to check the relative progress of the tutors and the comparison or control group before and after the exercise. A satisfactory test was not in existence. It was therefore decided to write a test taking care to make each question as discriminating as possible.,"['Page 1:\n[¬s]""A test was needed to check the relative progress of the tutors and the comparison or control group before and after the exercise. A satisfactory test was not in existence. It was therefore decided to write a test taking care to make each question as discriminating as possible.""\n""The test was checked before use by asking a very good candidate from another group to do it. Two Chemistry teachers were also asked to make their comments. Changes were made to the test in response to the answers and suggestions. A time limit of 50 minutes was chosen so that all the candidates might be expected to finish all the questions. The test contained two subtests. One corresponded to the subject matter that was to be taught and the other to the remaining part of the syllabus which included mechanisms in organic chemistry. The reason for including the second part of the test was that if the tutoring had made certain concepts basic to the understanding of mechanism clearer, then the tutors should be able to perform better on questions which they had not taught.[¬e]""']",NA,NA,NA,NA,NA,NA
37116208,Peer Tutoring,NA,NA,NA,"['Page 13:\n[¬s]""Prior to the project and for its duration, the district had an assessment system in place (the Performance Indicators in Primary Schools [PIPS] project) provided by CEM that enabled the progress of students to be monitored on a regular basis. At the time of the study, PIPS assessments were used by all schools in one third of Scottish districts. Schools and districts paid an annual registration fee. CEM provided the assessments, marked and analyzed the data, and fed back standardized pupil-level results (see www.pipsproject.org). This system was used to evaluate the impact of the interventions. The assessments were group pencil-and-paper tests of mathematics, reading, science (Primary 7 only), vocabulary, nonverbal ability, and attitudes to mathematics and reading. They were administered by the school staﬀ and took approximately three half-hour sessions to complete (four for Primary 7, which included an assessment of science). The curriculum-based assessments of maths, reading, and science were aligned to the Scottish 5–14 Curriculum, which was in use across all elementary schools involved the study. The assessments had good psychometric properties (Tymms, 1999). The PIPS system administers assessments at ﬁxed times. The timing of the assessments in relation to the implementation of the interventions is shown in Table 3.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
40117363,NA,NA,NA,"SAT-9 used in elementary school.   Additionally, school grades were used to measure academic impact. These were collected from student records","['Page 13:\n[¬s]"" rea ding test scores a nd grades in most s ubjects[¬e]""', 'Page 137:\n[¬s]""We again adminis tered the reading component of the SAT- 9 in school to stude nts in kindergarte n through s ixth grade[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
39253306,Summer schools,NA,NA,NA,"['Page 11:\n[¬s]""Gray Oral Reading Test-Third Edition (GORT-III; Wiederholt & Bryant, 1992)""\n""Woodcock Reading Mastery Tests-Revised (WRMT-R; Woodcock, 1987)[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
40117360,NA,NA,NA,NA,"['Page 3:\n[¬s]""Wide Range Achievement Test-Revised (WRAT-R) Reading and Spelling Subtests (Jas\xad tak & Wilkinson, 1984).[¬e]""', 'Page 4:\n[¬s]""The WRAT-R reading and spelling subtests were readministered at posttest.""\n""Woodcock-Johnson Psychoeduca\xad tional Battery-Revised (WJ-R) Word At\xad tack subtest""\n""Bryant Pseudoword (Bryant, 1975).""\n""Pseudoword List.""\n"" Olson, Forsberg, Wise, and Rack (1994)""\n""Dolch word recognition test (Dolch, 1939).""\n""Analytical Reading Inventory (Woods & Moe, 1977).""\n""Yopp-Singer segmentation task (Yopp, 1988).[¬e]""']",NA,"['Page 4:\n[¬s]""Curriculum-based spelling list.""\n""Writing sample. [¬e]""']",NA,NA,NA,NA,NA,NA
37671592,Teaching assistants,NA,NA,NA,"['Page 6:\n[¬s]""Receptive language was measured at pretest with the standardized Peabody Picture Vocabulary Test\x97IIIA (Dunn, Dunn, & Dunn, 1997). Students select a picture that best illustrates the meaning of an orally presented stimulus word. Testing is discontinued after the student misses 8 out of 12 items.""\n""Alphabetic knowledge was measured at pretest and posttest using the DIBELS (Good & Kaminski, 2002) Letter Name Fluency subtest, which uses a letter card showing upper- and lowercase letters in random order. Students are asked to name as many letters on the page as they can in 1 min. The score is the number of correctly named letters.""\n""Phonological awareness was measured at pretest and posttest using the standardized Comprehensive Test of Phonological Processing (Wagner, Torgesen, & Rashotte, 1999) Phonological Awareness composite score. This score comprises three subtests: Blending Words, Elision, and Sound Matching. During the Blending Words subtest, the student is asked to listen to parts of words and blend them together to make a whole word. This subtest has 20 items, and testing is discontinued after the student misses three items in a row or when the student completes all items.""\n""Reading accuracy was measured (pretest, posttest, and follow-up) as the composite average of the Word Attack and Word Identification subtests of the standardized Woodcock Reading Mastery Test\x97Revised/Normative Update (WRMT-R/NU; Woodcock, 1987\x961998). The Word Attack subtest includes 50 nonwords that increase in difficulty. Testing is discontinued after six consecutive incorrect responses.""\n"" Reading efficiency was measured (posttest and follow-up) as the composite average of the Phonemic Decoding and Sight Word Efficiency subtests of the standardized Test of Word Reading Efficiency (Torgesen, Wagner, & Rashotte, 1999). The Phonemic Decoding subtest requires the student to read orally as many nonwords as possible in 45 s. Items in the list increase in difficulty from 2 to 10 phonemes. For students who were under the age of 7 at kindergarten posttest, standard scores were computed using age 7 (the youngest age category).[¬e]""', 'Page 7:\n[¬s]"" Oral reading fluency rate was assessed at posttest and follow-up with a beginning first-grade decodable reading passage entitled \x93Mac Gets Well\x94 (Makar, 1995). Students read the passage aloud for 1 min. Words omitted, words substituted, and hesitations of more than 3 s were scored as errors. Words self-corrected within 3 s were scored as accurate. Fluency rate is calculated as the number of words correctly read in 1 min.""\n"" Developmental spelling was assessed at posttest and follow-up using developmental scoring of the Wide Range Achievement Test\x97Revised (Jastak & Wilkinson, 1984) Spelling subtest. Normally, this subtest re- quires the student to copy marks\x96symbols, print his or her name, and print a list of dictated words, and testing is discontinued after 10 consecutive incorrect responses.""\n""Comprehension was assessed at posttest and follow-up using the WRMT-R/NU Passage Comprehension subtest. The student is asked to silently read a short passage and orally provide the missing keyword. (For each blank, the student is asked to supply a word appropriate in the context of the passage.) Acceptable responses are listed on the examiner\x92s easel page, and testing is discontinued after six consecutive incorrect responses. The student\x92s raw score is the total number of correct responses.""\n"" Growth measures were chosen to monitor the development of critical early literacy skills targeted in the intervention. Two widely used measures that describe growth of foundational reading skills are the DIBELS Pho- neme Segmentation Fluency and Nonsense Word Fluency subtests. These two measures were administered at pretest, midtest, and posttest to assess phonemic awareness and phonological recoding and blending of sounds.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37671636,Teaching assistants,NA,NA,NA,"['Page 7:\n[¬s]""Word Attack and Word Identification subtests of the WRMT-R/NU (Wood- cock, 1998""\n""Dy- namic Indicators of Basic Early Literacy Skills (DIBELS; Good & Kaminski, 2002).""\n""Wide Range Achieve- ment TestÐRevised (WRAT-R; Jastak & Wilkinson, 1984) Spelling subtest, Level 1[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37671638,NA,NA,NA,"RAN = Rapid Automatized Naming, letter naming test  PRF = words per minute performance  WR accuracy = Word Identification subtest from the norm-referenced, standardized Woodcock Reading Mastery Test - Revised/Normative Update, Form H (Woodcock, 1987/1998).   Word reading (WR) efficiency , Sight Word subtest from the norm-referenced, standardized Test of Word Reading Efficiency, Form B (Torgesen, Wagner, & Rashotte, 1999).  Our second, norm-referenced, assessment framework for measuring fluency included the Rate subtest from the Gray Oral Reading Tests - 4 Form B (GORT; Wiederholt & Bryant, 2001).  Comprehension was assessed at pretest and posttest with the GORT Comprehension subtest","['Page 6:\n[¬s]""Word Iden- tification subtest from the norm-referenced, standardized Wood- cock Reading Mastery Test\x97Revised/Normative Update, Form H (Woodcock, 1987/1998).""\n""Word reading efficiency was measured using the Sight Word subtest from the norm-referenced, standardized Test of Word Reading Efficiency, Form B (Torgesen, Wagner, & Rashotte, 1999).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
40294961,Small Group Tuition,NA,NA,NA,NA,NA,"['Page 11:\n[¬s]""Abilities hypothesized to contribute to or correlate with early word reading skills were assessed at the beginning of the intervention (December of kindergarten) using measures of classroom behavior, receptive vocabulary, rapid automatized naming, alphabetic knowledge, phonological awareness, and reading accuracy""\n"" Students were posttested at the end of the intervention on measures of alphabetic knowledge, phonological skills, word reading accuracy, word reading efÞciency, oral reading ßuency, spelling, and comprehension[¬e]""']",NA,NA,NA,NA,NA,NA
37671637,Teaching assistants,NA,NA,NA,"['Page 12:\n[¬s]""2. Receptive vocabulary (Receptive Vocab) was measured at pretest only, for the purpose of describing sample characteristics, with the standardized Peabody Picture Vocabulary Test-IIIA (PPVT-IIIA; Dunn & Dunn, 1997). Students select a picture that best illustrates the meaning of an orally presented stimulus word. Testing is discontinued after the student misses 8 out of 12 items. [¬e]""', 'Page 13:\n[¬s]""4. Alphabetics was measured at pretest and posttest using the DIBELS (Good & Kaminski, 2002) Letter Name Fluency subtest, which employs a letter card showing upper- and lower-case letters in random order. Students are asked to name as many letters on the page as they can in 1 min. The score is the number of correctly named letters. ""\n""5. Phonological awareness (Phono Aware) was measured at pretest and posttest using the standardized Comprehensive Test of Phonological Processing (CTOPP; Wagner, Torgesen, & Rashotte, 1999) Phonological Awareness composite score. This score comprises three subtests: Blending Words, Elision, and Sound Matching. During the Blending Words subtest, the student is asked to listen to parts of words and blend them together to make a whole word. This subtest has 20 items, and testing is discontinued after the student misses three items in a row or when the student completes all items. ""\n""6. Word reading accuracy (WR Accuracy) was measured (pretest and posttest) as the composite average of the Word Attack and Word IdentiÞcation subtests of the standardized Woodcock Reading Mastery Test-Revised/Normative Update (WRMT-R/NU; Woodcock, 1987, 1998). The Word Attack subtest includes 50 non-words that increase in difÞculty. Testing is discontinued after six consecutive incorrect responses.[¬e]""', 'Page 14:\n[¬s]""7. Word reading efÞciency (WR EfÞciency) was measured at posttest only as the composite average of the Phonemic Decoding and Sight Word EfÞciency subtests of the standardized Test of Word Reading EfÞciency (TOWRE; Torgesen, Wagner, & Rashotte, 1999a). The Phonemic Decoding subtest requires the student to read orally as many non-words as possible in 45 s. Items in the list increase in difÞculty from 2- to 10-phonemes. For students who were under the age of 7 at kindergarten posttest, standard scores were computed using standard scores based on 7-year-olds (the youngest age category). ""\n""9. Spelling was assessed at posttest only using developmental scores of the Wide Range Achievement Test-Revised (WRAT-R; Jastak & Wilkinson, 1984) Spelling subtest. Normally, this subtest requires the student to copy marks/ symbols, print his/her name, and print a list of dictated words, and testing is discontinued after 10 consecutive incorrect responses.""\n""10. Comprehension was assessed at posttest only using the WRMT-R/NU Passage Comprehension subtest. The student is asked to silently read a short passage, and orally provide the missing key word. (For each blank, the student is asked to supply a word appropriate in the context of the passage.)[¬e]""']",NA,"['Page 14:\n[¬s]""8. Oral reading ßuency (ORF) was assessed at posttest only with a beginning Þrst-grade decodable reading passage entitled ÔÔMac Gets WellÕÕ (Makar, 1995). Students read the passage aloud for 1 min. Words omitted, substituted, and hesitations of more than 3 s are scored as errors. Words self-corrected within 3 s are scored as accurate.[¬e]""']",NA,NA,NA,NA,NA,NA
