ItemID,Author,Year,Strand,Outcome,Intervention,LevelofAssignment,ParticipantAssignment,StudyRealism,StudentGender,PublicationType,EducationalSetting,Country,GroupBaselineDifferences,StudyDesign,Comparability,CompVariablesReported,ComparabilityVariables,InterventionOrg,InterventionTrainingProvided,StudentAge,Attrition/DropOutReported,FocusofIntervention,InterventionTeachingApproach,InterventionTime,WhoDeliveredTeaching,EducationalSetting,SMD,SESMD,CIupper,CIlower,CodesSectionPresent,OutcomesSectionPresent,OutcomeCodesSectionPresent
37671585,Sibieta (2016),2016,Toolkit: Teaching assistants,Primary outcome,Literacy: speaking and listening/oral language,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Multisite RCT,Yes,Yes,Special educational needs,Charity or voluntary organisation,Yes (Please specify),"['3', '4', '5']",NA,['Students'],"['Small group/intensive support (3-5)', 'One to one']",['During regular school hours '],['Teaching assistants'],"['Nursery school/pre-school', 'Primary/elementary school']",0.27,0.1,0.466,0.074,Yes,Yes,Yes
38296673,Sibieta (2016),2016,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Individual RCT,Yes,Yes,Socio-economic status,University/ researcher design,Yes (Please specify),['11'],['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Secondary/High school'],0.233,0.1743,0.5746,-0.1085,Yes,Yes,Yes
38296676,Siddiqui (2014),2014,Toolkit: Summer schools,Secondary outcome(s),Mathematics,Individual,Random (please specify),Low ecological validity,Mixed gender,Technical report,Other educational setting (please specify),England,Yes,Individual RCT,Yes,Yes,Other (please specify),Private or commercial company,Yes (Please specify),"['11', '9', '10']",['Yes'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],"['External teachers', 'Peers']",['Other educational setting (please specify)'],-0.0023,0.1146,0.2224,-0.2269,Yes,Yes,Yes
38296677,Siddiqui (2014),2014,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,School - cluster,"Non-random, but matched",High ecological validity,No information provided,Technical report,Primary/elementary school,UK (Select all that apply),Yes,Prospective QED,Unclear or details not provided,N/A,NA,School or group of schools,Yes (Please specify),"['6', '7', '8', '9', '10', '11']",NA,['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.0361,0.0381,0.0386,-0.1107,Yes,Yes,Yes
37133964,Siemens (2001),2001,Toolkit: Peer Tutoring,Primary outcome,Science,Individual,Random (please specify),Unclear,Mixed gender,Dissertation or thesis,Secondary/High school,USA,No/Unclear,Retrospective QED  ,No,No,NA,University/ researcher design,Yes (Please specify),"['15', '16']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Secondary/High school'],0.0304,0.2024,0.4271,-0.3663,Yes,Yes,Yes
37093596,Simmons (1995),1995,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['7', '8', '9', '10', '11']",['No'],['Students'],"['Large group/class teaching (+6)', 'One to one']",['During regular school hours '],['Peers'],['Primary/elementary school'],0.5208,0.3053,1.1192,-0.0775,Yes,Yes,Yes
38878122,Sindelar (1982),1982,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Class,Random (please specify),High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['7', '8', '9', '10']",['No'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.1236,0.372,0.8528,-0.6055,Yes,Yes,Yes
37093365,Singh (1981),1981,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,No/Unclear,Prospective QED,No,N/A,NA,School or group of schools,Yes (Please specify),"['14', '16', '15', '17']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],"['Class teachers', 'Peers']",['Secondary/High school'],0.9206,0.2987,1.506,0.3352,Yes,Yes,Yes
40117298,Smeallie (1997),1997,NA,Primary outcome,Combined subjects,NA,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,No/Unclear,Individual RCT,Yes,Yes,Other (please specify),School or group of schools,Unclear/ Not specified,"['11', '12', '13', '14']",['No'],['Students'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Before/after school'],"['Class teachers', 'Other school staff']",['Middle school'],-0.4767,0.2578,0.0286,-0.9821,Yes,Yes,No
37133968,Smith (2010),2010,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,No,"['9', '10', '11']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.1547,0.2401,0.6252,-0.3158,Yes,Yes,Yes
37092727,Sonnenschein (1986),1986,Toolkit: Feedback,Secondary outcome(s),Combined subjects,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,NA,Multisite RCT,NA,NA,NA,University/ researcher design,No,"['6', '7']",['No'],['Students'],['One to one'],['During regular school hours '],['Research staff'],"['Independent/private school', 'Primary/elementary school']",3.71,0.74,5.1604,2.2596,Yes,Yes,Yes
40117168,Sorensen (1995),1995,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Socio-economic status,Local education authority or district,Unclear/ Not specified,"['9', '10', '11', '12']",['Unclear (please add notes)'],['Students'],['Other (Explain in notes)'],['Other (please specify)'],['Class teachers'],['Primary/elementary school'],-0.0184,0.0218,0.0244,-0.0611,Yes,Yes,Yes
38296682,Speckesser (2018),2018,Toolkit: Feedback,Primary outcome,,School - cluster,Random (please specify),High ecological validity,No information provided,Technical report,Secondary/High school,England,Yes,Cluster RCT,Yes,No,NA,Other (please provide details),Yes (Please specify),"['14', '15']",['Yes'],['Teachers'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Secondary/High school'],0.1,0.06,0.2176,-0.0176,Yes,Yes,Yes
37116236,Spörer (2009),2009,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Journal article,Secondary/High school,Germany,Yes,Cluster RCT,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['12', '13', '14']",['No'],['Students'],['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers']",['Secondary/High school'],0.31,0.15,0.604,0.016,Yes,Yes,Yes
40117229,St Pierre (2001),2001,NA,Primary outcome,Literacy: spelling,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,Yes,Yes,Socio-economic status,Charity or voluntary organisation,Unclear/ Not specified,"['7', '8', '9']",['Unclear (please add notes)'],"['Students', 'Teachers', 'Parents']","['Student alone (self-administered)', 'Large group/class teaching (+6)', 'One to one']",['Before/after school'],"['Class teachers', 'Lay persons/volunteers']",['Primary/elementary school'],0.4067,0.0,0.4067,0.4067,Yes,Yes,No
37093602,Stainback (1972),1972,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,No,N/A,NA,University/ researcher design,Unclear/ Not specified,"['9', '10', '11', '12', '13', '14']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.1551,0.2586,0.662,-0.3518,Yes,Yes,Yes
37116233,Stein (2008),2008,Toolkit: Peer Tutoring,Primary outcome,Literacy: decoding/phonics,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,No,No,NA,University/ researcher design,Yes (Please specify),"['5', '6']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.3635,0.0507,0.4629,0.2641,Yes,Yes,Yes
37133971,Stephens (2002),2002,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Individual RCT,No,NA,NA,University/ researcher design,No,"['6', '7', '10', '11']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.64,1.12,2.8352,-1.5552,Yes,Yes,Yes
37093603,Stevens (1987),1987,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,School - cluster,"Non-random, but matched",High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['8', '9', '10']",['No'],['Students'],"['Small group/intensive support (3-5)', 'Paired learning']",['During regular school hours '],"['Class teachers', 'Peers']",['Primary/elementary school'],0.1066,0.0932,0.2893,-0.0762,Yes,Yes,Yes
38296685,Styles (2014),2014,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Multisite RCT,Yes,Yes,Socio-economic status,University/ researcher design,Yes (Please specify),"['11', '12']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['Unclear/ not specified'],['Research staff'],['Secondary/High school'],-0.14,0.087,0.0305,-0.3105,Yes,Yes,Yes
37671586,Styles (2015),2015,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['11', '12']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['During regular school hours '],"['Class teachers', 'Teaching assistants']",['Secondary/High school'],0.2,0.11,0.4156,-0.0156,Yes,Yes,Yes
37093606,Sutherland (1999),1999,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: writing,Class,"Non-random, but matched",NA,Mixed gender,Journal article,Primary/elementary school,UK (Select all that apply),Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),['8'],['No'],"['Students', 'Teachers']",['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.4808,0.2538,0.9783,-0.0166,Yes,Yes,Yes
37671517,Swain (2010),2010,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,England,No/Unclear,Prospective QED,No,No,NA,University/ researcher design,Yes (Please specify),"['5', '6', '7', '8', '9', '10', '11']",['No'],['Students'],['One to one'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",['Primary/elementary school'],-0.0296,0.1048,0.1757,-0.235,Yes,Yes,Yes
37092790,Swanson (1977),1977,Toolkit: Feedback,Secondary outcome(s),Science,Individual,Random (please specify),High ecological validity,Mixed gender,Conference paper,Secondary/High school,USA,No/Unclear,Multisite RCT,No,NA,NA,NA,No,"['16', '17', '18']",['No'],['Students'],"['Large group/class teaching (+6)', 'One to one']",['During regular school hours '],NA,['Secondary/High school'],0.0441,0.3334,0.6975,-0.6093,Yes,Yes,Yes
37093367,Swenson (1975),1975,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Region or district,Random (please specify),High ecological validity,Male only,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Multisite RCT,No,N/A,NA,School or group of schools,Yes (Please specify),['9'],['No'],['Students'],['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers', 'Other school staff', 'Peers']",['Primary/elementary school'],0.2085,0.2957,0.788,-0.371,Yes,Yes,Yes
37061134,Tait (1973) 1_1,1973,Toolkit: Feedback,Primary outcome,Mathematics,Class,Random (please specify),Low ecological validity,No information provided,Journal article,Primary/elementary school,England,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Unclear/ Not specified,"['8', '9']",['Unclear (please add notes)'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Digital technology'],['Primary/elementary school'],0.8139,0.308,1.4176,0.2102,Yes,Yes,Yes
40294957,Tait (1973) 1_2,1973,Toolkit: Feedback,Primary outcome,Mathematics,Not provided/ not available,Random (please specify),NA,NA,Journal article,Primary/elementary school,UK (Select all that apply),No/Unclear,Multisite RCT,No,No,NA,University/ researcher design,Unclear/ Not specified,"['8', '9', '10']",['No'],['Students'],"['Small group/intensive support (3-5)', 'Student alone (self-administered)']",['During regular school hours '],"['Class teachers', 'Digital technology']",['Primary/elementary school'],0.7688,0.3019,1.3604,0.1772,Yes,Yes,Yes
37093607,Taylor (1997),1997,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Unclear/ Not specified,"['7', '8', '9', '10']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'Paired learning']",['During regular school hours '],"['Class teachers', 'Other school staff', 'Peers']",['Primary/elementary school'],1.0368,0.0,1.0368,1.0368,Yes,Yes,Yes
37133974,Taylor (2002),2002,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: spelling,School - cluster,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Cluster RCT,Yes,No,NA,University/ researcher design,Yes (Please specify),"['8', '9']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.5165,0.2651,1.036,-0.003,Yes,Yes,Yes
45336793,Tenenbaum (1982) FB 1_1,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
45336794,Tenenbaum (1982) FB 1_2,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
40294958,Tenenbaum (1986) FB,1986,Toolkit: Feedback,Primary outcome,Combined subjects,Individual,Random (please specify),High ecological validity,NA,Journal article,Secondary/High school,USA,Yes,Individual RCT,Yes,N/A,NA,University/ researcher design,Yes (Please specify),"['5', '6', '7', '8', '9', '10', '11', '14', '15', '16', '17', '18']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],"['Primary/elementary school', 'Secondary/High school']",1.9641,0.2235,2.4022,1.526,Yes,Yes,Yes
37133976,Tierney (2005),2005,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Not provided/ not available,Unclear,High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Gender,University/ researcher design,Yes (Please specify),"['8', '9', '11', '12']",['No'],['Students'],['Paired learning'],['Before/after school'],['Peers'],['Primary/elementary school'],0.1633,0.2727,0.6977,-0.3711,Yes,Yes,Yes
37061135,Tobias (1984),1984,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Not provided/ not available,Random (please specify),Low ecological validity,Mixed gender,Conference paper,Further education/junior or community college,USA,NA,Cluster RCT,NA,NA,NA,University/ researcher design,No,NA,NA,['Students'],['Student alone (self-administered)'],['Unclear/ not specified'],['Research staff'],['Further education/junior or community college'],0.4839,0.2739,1.0208,-0.0531,Yes,Yes,Yes
37092791,Tokar (1976),1976,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,Mixed gender,Conference paper,Primary/elementary school,USA,NA,Cluster RCT,No,NA,NA,School or group of schools,No,"['10', '11']",['No'],['Teachers'],['One to one'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.31,0.08,0.4668,0.1532,Yes,Yes,Yes
37092612,Tomita (2008),2008,Toolkit: Feedback,Primary outcome,Science,Individual,Random (please specify),Low ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),University/ researcher design,No,"['11', '12', '13']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Research staff'],['Middle school'],0.7,0.4,1.484,-0.084,Yes,Yes,Yes
43090197,Top (1985) PT,1985,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Journal article,Primary/elementary school,USA,No/Unclear,Prospective QED,Yes,No,NA,NA,Yes (Please specify),"['5', '6', '7']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],1.0518,0.27,1.581,0.5226,Yes,Yes,Yes
43090198,Top (1987) PT,1987,NA,Primary outcome,Literacy: reading comprehension,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Journal article,NA,USA,Yes,Prospective QED,Yes,No,NA,University/ researcher design,Yes (Please specify),"['6', '7', '9', '10', '11', '12']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],NA,0.4449,0.2294,0.8945,-0.0047,Yes,Yes,No
37133980,Topping (2004),2004,Toolkit: Peer Tutoring,Primary outcome,Cognitive: reasoning,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,Scotland,Yes,Multisite RCT,No,No,NA,University/ researcher design,Yes (Please specify),"['7', '11']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.3,0.3,0.888,-0.288,Yes,Yes,Yes
37133982,Topping (2004),2004,Toolkit: Peer Tutoring,Primary outcome,Science,Individual,"Non-random, but matched",Low ecological validity,Mixed gender,Journal article,Primary/elementary school,Scotland,Yes,Individual RCT,No,No,NA,University/ researcher design,Yes (Please specify),"['7', '8', '9']",['No'],['Students'],['Paired learning'],['Unclear/ not specified'],['Peers'],['Primary/elementary school'],0.6831,0.4632,1.5909,-0.2247,Yes,Yes,Yes
37116207,Topping (2011),2011,Toolkit: Peer Tutoring,Primary outcome,Mathematics,School - cluster,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,Scotland,Yes,Cluster RCT,Yes,Yes,Educational attainment,Local education authority or district,Yes (Please specify),"['7', '8', '10', '11']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.183,0.077,0.3339,0.0321,Yes,Yes,Yes
38296692,Torgerson (2014),2014,NA,NA,NA,Individual,Random (please specify),Low ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Multisite RCT,Yes,Yes,Educational attainment,Charity or voluntary organisation,No,"['10', '11', '12']",['Yes'],['Students'],"['Large group/class teaching (+6)', 'Small group/intensive support (3-5)']",['Summer/ holiday period'],"['Research staff', 'Class teachers', 'Lay persons/volunteers']","['Primary/elementary school', 'Secondary/High school']",NA,NA,NA,NA,Yes,No,No
38296693,Torgerson (2014),2014,Toolkit: Small Group Tuition,Primary outcome,Literacy: writing,Class,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,NA,Cluster RCT,NA,NA,NA,University/ researcher design,Yes (Please specify),"['10', '11']",NA,['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.1,0.1,0.296,-0.096,Yes,Yes,Yes
38296689,Torgerson (2018),2018,Toolkit: Small Group Tuition,Primary outcome,Mathematics,School - cluster,Random (please specify),Low ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Cluster RCT,Yes,Yes,Educational attainment,Charity or voluntary organisation,Yes (Please specify),"['10', '11']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['External teachers'],['Primary/elementary school'],0.19,0.125,0.435,-0.055,Yes,Yes,Yes
38878260,Torgesen (2006),2006,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Other (please specify),Other (please provide details),Yes (Please specify),"['8', '9', '10', '11']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.22,0.163,0.5395,-0.0995,Yes,Yes,Yes
38878273,Torgesen (2010),2010,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],"['Class teachers', 'Digital technology']",['Primary/elementary school'],0.5379,0.2341,0.9967,0.0791,Yes,Yes,Yes
40398947,Tracey (2019),2019,Toolkit: Small Group Tuition,Primary outcome,Literacy: writing,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Cluster RCT,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['10', '11']",['Yes'],"['Students', 'Teachers']",['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.02,0.028,0.0349,-0.0749,Yes,Yes,Yes
37093368,Truesdale (1976),1976,Toolkit: Peer Tutoring,Primary outcome,Literacy: spelling,School - cluster,"Non-random, but matched",High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['13', '14']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Middle school'],1.2691,0.3759,2.0059,0.5323,Yes,Yes,Yes
40117231,Tucker (2002),2002,NA,NA,NA,Individual,NA,High ecological validity,Mixed gender,Journal article,Secondary/High school,USA,NA,Individual RCT,Yes,Yes,Educational attainment,NA,Yes (Please specify),"['9', '10', '14', '15']",['Unclear (please add notes)'],NA,NA,NA,"['Class teachers', 'Parents/carers', 'Lay persons/volunteers', 'Unclear/not specified']","['Primary/elementary school', 'Secondary/High school']",NA,NA,NA,NA,Yes,No,No
37092613,Tuominen (2008),2008,Toolkit: Feedback,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,NA,Cluster RCT,NA,NA,NA,University/ researcher design,No,"['12', '13']",NA,['Teachers'],['Student alone (self-administered)'],"['During regular school hours ', 'Evenings and/or weekends']",['Class teachers'],['Middle school'],0.08,0.0813,0.2394,-0.0794,Yes,Yes,Yes
39253235,Tyler (1966),1966,NA,NA,NA,School - cluster,Unclear,High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,No/Unclear,Prospective QED,No,N/A,NA,Local education authority or district,Unclear/ Not specified,"['8', '9', '10']",['No'],"['Students', 'Teachers']",['Large group/class teaching (+6)'],['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
37133983,Tymms (1989),1989,Toolkit: Peer Tutoring,Primary outcome,Science,Individual,"Non-random, but matched",Unclear,Mixed gender,Technical report,Further education/junior or community college,England,Yes,Cluster RCT,No,No,NA,University/ researcher design,No,['No information provided'],['Yes'],['Students'],['Paired learning'],['Unclear/ not specified'],"['Research staff', 'Peers']",['Further education/junior or community college'],0.044,0.5775,1.1759,-1.0878,Yes,Yes,Yes
37116208,Tymms (2011),2011,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,School - cluster,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,Scotland,No/Unclear,Cluster RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['8', '9', '10', '11', '12']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.019,0.108,0.2307,-0.1927,Yes,Yes,Yes
40117363,U. S. (2003),2003,NA,NA,NA,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Technical report,Middle school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,Local education authority or district,Unclear/ Not specified,"['5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",['Yes'],['Students'],['Large group/class teaching (+6)'],"['Before/after school', 'Evenings and/or weekends']","['Class teachers', 'Parents/carers', 'Lay persons/volunteers', 'Unclear/not specified']","['Primary/elementary school', 'Middle school']",NA,NA,NA,NA,Yes,No,No
39253306,Ugel (1999),1999,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,Yes,Yes,Special educational needs,University/ researcher design,Yes (Please specify),"['11', '12', '13', '14']",['No'],['Students'],['Small group/intensive support (3-5)'],['Summer/ holiday period'],['Research staff'],['Middle school'],1.7586,0.3441,2.4331,1.0841,Yes,Yes,Yes
40117360,Vadasy (1997),1997,NA,NA,NA,Individual,Random (please specify),High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],['One to one'],['Before/after school'],['Lay persons/volunteers'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
37671592,Vadasy (2006),2006,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Unclear or details not provided,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['5', '6']",['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.9523,0.2585,1.459,0.4456,Yes,Yes,Yes
37671636,Vadasy (2007),2007,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['7', '8', '9']",['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.4676,0.3096,1.0744,-0.1393,Yes,Yes,Yes
37671638,Vadasy (2008),2008,NA,NA,NA,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,NA,NA,NA,NA,NA,School or group of schools,Yes (Please specify),"['6', '7']",NA,"['Students', 'Teaching assistants']","['Paired learning', 'One to one', 'Other (Explain in notes)']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
40294961,Vadasy (2008) SGT,2008,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['5', '6']",['Yes'],['Students'],"['One to one', 'Paired learning']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.41,0.198,0.7981,0.0219,Yes,Yes,Yes
37671637,Vadasy (2008) TA,2008,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['5', '6']",['Yes'],['Students'],['Other (Explain in notes)'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.4354,0.2531,0.9315,-0.0607,Yes,Yes,Yes
