id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,source_raw,source_eef_reports,study_place_info,study_place_ht
68655358,Thornton (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
38296687,Thurston (2016),2016,['Technical report'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0359,0.0386,['Post-test adjusted for baseline attainment AND clustering'],New Group Reading Test for Year 2/3 and Year 5/6 students,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0359,0.0386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2696  ,64,NA,['Primary/elementary school'],"['6', '7', '9', '10', '8', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Teaching assistants', 'External teachers']",15,3,30,['Toolkit: Oral language interventions'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 18:\n[¬s]"" Local authorities based in the North West, North East and South of England[¬e]""']"
38296691,Torgerson (2014),2014,['Technical report'],['Metacognition and self-regulation'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.5155,0.1263,['Post-test adjusted for baseline attainment AND clustering'],Progress in English (PiE) 11,With business as usual,['Sample: Low achievers'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,23,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],12,NA,NA,['Toolkit: Metacognition and self-regulation'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]"" Calderdale area of West Yorkshire[¬e]""']"
38296692,Torgerson (2014),2014,['Technical report'],['Summer schools'],"['Toolkit primary outcome', 'Reading primary outcome']",0.21,0.3163,['Post-test adjusted for baseline attainment'],Reading,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.21,0.3163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,29,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12']",TRUE,50.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['No'],['No'],['Yes'],['Summer/ holiday period'],"['Research staff', 'Class teachers', 'Lay persons/volunteers']",4,5,390,['Toolkit: Summer schools'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 15:\n[¬s]""close to the Discover Children’s Story Centre in Stratford, East London[¬e]""']"
38296693,Torgerson (2014),2014,['Technical report'],['Small group tuition'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.1,0.1,['Post-test adjusted for baseline attainment AND clustering'],KS2 - Writing,With business as usual,['Sample: All'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982  ,51,102,['Primary/elementary school'],"['10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],4,3 ,60 ,['Toolkit: Small Group Tuition'],['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 17:\n[¬s]"" Four geographical areas were targeted: Sheffield, London, West Midlands and the South West.[¬e]""']"
40398946,Torgerson (2014),2014,NA,['Metacognition and self-regulation'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",NA,NA
38296690,Torgerson (2016),2016,['Technical report'],"['One to one tuition', 'Digital technology']","['Toolkit primary outcome', 'Reading primary outcome']",0.01,0.14,['Post-test adjusted for baseline attainment'],KS2 SAT Reading,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.01,0.14,NA,NA,NA,['Mathematics primary outcome'],0.002,0.16,NA,NA,NA,NA,NA,NA,578,64,64 (calculating based on number of schools with Year 6 pupils in each school),['Primary/elementary school'],"['10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['One to one'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['External teachers'],27,1,45,"['Toolkit: Digital technology', 'Toolkit: One to one tuition']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 11:\n[¬s]"" four geographical areas (York and Hull, Calderdale, London, Birmingham) [¬e]""']"
38296688,Torgerson (2018),2018,['Technical report'],['Metacognition and self-regulation'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",-0.0667,0.0403,['Post-test adjusted for baseline attainment'],KS2 writing scores,With business as usual,['Sample: All'],Literacy  writing,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4661,84,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],40,5,60,['Toolkit: Metacognition and self-regulation'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 13:\n[¬s]""Eighty four schools across Lincolnshire and Leeds area were recruited [¬e]""']"
38296689,Torgerson (2018),2018,['Technical report'],['Small group tuition'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.19,0.125,['Post-test adjusted for baseline attainment AND clustering'],KS2 Maths Scaled Scores,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.19,0.125,NA,NA,NA,NA,NA,NA,1201,105,NA,['Primary/elementary school'],"['10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['External teachers'],12,1,60,['Toolkit: Small Group Tuition'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 15:\n[¬s]"" Leeds and Greater Manchester areas[¬e]""']"
68655359,Torgerson (2018),2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296694,Tracey (2016),2016,['Technical report'],['Parental engagement'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.0866,0.0769,['Post-test adjusted for baseline attainment'],WRMT-Letter ID,With business as usual,['Sample: All'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,68,68,['Primary/elementary school'],"['5', '6']",FALSE,27.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],"['Large group/class teaching (+6)', 'One to one']",['Yes (Please specify)'],['No'],['Yes'],['Unclear/ not specified'],['External teachers'],12,1,NA,['Toolkit: Parental engagement'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 10:\n[¬s]""Five cohorts were recruited solely from the Plymouth area and one cohort extended the geographical area to include the surrounding region. [¬e]""', 'Page 5:\n[¬s]""Plymouth[¬e]""']"
40398947,Tracey (2019),2019,['Technical report'],['Small group tuition'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",-0.02,0.028,['Post-test adjusted for baseline attainment AND clustering'],Small Group Tuition - Writing KS2 (Past papers),With active control,['Sample: All'],Literacy  writing,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5182,155,NA,['Primary/elementary school'],"['10', '11']",FALSE,46.0,"['England', 'UK (Select all that apply)']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],6,5,60,['Toolkit: Small Group Tuition'],['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 16:\n[¬s]""Half of the schools were recruited from the North East5 and the other half from across the rest of England.[¬e]""']"
68655360,Tracey (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
68655361,Vaganay (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
38296695,Vignoles (2015),2015,['Technical report'],['Mastery learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.091,0.054,['Post-test adjusted for baseline attainment AND clustering'],The Number Knowledge Test (NKT),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.091,0.054,NA,NA,NA,NA,NA,NA,4176,90,NA,['Primary/elementary school'],"['5', '6']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,60,['Toolkit: Mastery learning'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]""London and the South East[¬e]""']"
38296696,West (2017),2017,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Collected Sample  21,041 (Primary School  7096, Secondary School  13945), Analysed Sample  Intervention 19,727 (Primary School  6596, Secondary School  13131) Control 20,298 (Primary School  5697, Secondary School  14601) Unclear information given on intervention and control numbers - parts of the text refers to Figure 1 to clarify sample numbers, however this table is hard to read.",104,NA,"['Primary/elementary school', 'Secondary/High school']","['7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",NA,NA,['UK (Select all that apply)'],['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
40398948,Wigelsworth (2018),2018,['Technical report'],['Behaviour interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.013,0.036,['Post-test adjusted for baseline attainment AND clustering'],Behaviour Interventions - Reading Comprehension KS2,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.013,0.036,NA,NA,NA,['Mathematics primary outcome'],0.03,0.36,NA,NA,NA,NA,NA,NA,3010,81,122,['Primary/elementary school'],"['9', '10']",FALSE,26.0,['England'],['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],10,1,50,['Toolkit: Behaviour interventions'],['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 25:\n[¬s]""trial schools (located in the South-East of England[¬e]""']"
38296697,Wiggins (2017),2017,['Technical report'],"['Feedback', 'Digital technology']","['Toolkit primary outcome', 'Reading primary outcome', 'Other outcome']",0.0717,0.0376,NA,Main for FB review DIG KS2 Maths (over 1 year),With business as usual,['Sample: All'],Mathematics,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome', 'Other outcome']",0.0717,0.0376,NA,NA,NA,['Mathematics primary outcome'],-0.0503,0.0359,NA,NA,NA,NA,NA,NA,2829,97,194,['Primary/elementary school'],"['9', '10', '11']",TRUE,54.1,"['UK (Select all that apply)', 'England']",['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",87,3,NA,['Toolkit: Feedback'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 11:\n[¬s]""Northwest and West Yorkshire regions of England[¬e]""']"
38296698,Wiggins (2017),2017,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Initial sample  4967 (Intervention - 2350, Control - 2617) Analysed sample  2166 (Intervention - 1034, Control - 1132)",46,169,['Primary/elementary school'],"['7', '8', '9']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],NA,NA,60 to 90 minutes long,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis']",['Specific to the location or place'],"['Page 6:\n[¬s]""mainly from Greater London, the South East, and the North East of England[¬e]""']"
68655362,Wiggins (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296700,Worth (2015),2015,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Randomised Sample = 2217 (Control - 972, Literacy - 652, Numeracy - 593) Analysed Sample = 1944 (Control - 850, Literacy - 577, Numeracy - 517)",55,NA,NA,"['6', '7']",NA,NA,NA,['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis']",NA,NA
38296701,Worth (2016),2016,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary Outcome sample numbers (as shown in Figure 2) Randomised Sample  14163 (Intervention  7507, Control  6656) Analysed Sample  12826 (Intervention  6827, Control  5999) ",82,NA,['Secondary/High school'],"['14', '15']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
38296699,Worth (2018),2018,['Technical report'],"['Digital technology', 'Phonics']","['Toolkit primary outcome', 'Reading primary outcome']",-0.06,0.0893,['Post-test adjusted for baseline attainment'],New Group Reading Test (NGRT),With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.06,0.0893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,15,53,['Primary/elementary school'],"['6', '7']",FALSE,30.7,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Student alone (self-administered)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Digital technology'],11,5,13,['Toolkit: Digital technology'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 22:\n[¬s]""Cambridgeshire 13 Peterborough 1 Hertfordshire 1[¬e]""']"
68655363,Wright (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655364,Wright (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
