id,pub_author,pub_year,pub_eppi,pub_eppi_CLEAN,abstract,strand_raw,FB_Update_2020,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_info_info,fsm_info_ht,fsm_na,fsm_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
37092622,Baechie (1990),1990,"Journal, Article",,Children with learning disabilities may have a problem in interpreting metaphor and need specific guidance and practice. This study found that direct feedback and practice could significantly increase metaphor performance of these children. Further descriptive analyses indicated that grade and reading levels of the subjects correlated with their metaphor performance.,['Feedback'],NA,,"['Page 1:\n[¬s]""Fifty-two children[¬e]""']","Total (n=52) Experimental group (n=27) Control group (n=25)  Stated in Table 1, pg452",,['Mixed gender'],NA,"Female   Total= 13/52 = 25% Expermental group = 7/27 = 26% Control group = 6/24 = 24%  Information provided in Table 1, pg452. ",,NA,NA,NA,NA,NA,,"['Page 2:\n[¬s]""Experimental group (n = 27)[¬e]""']",27,,"['Page 2:\n[¬s]""Control (n = ""\n""group 25)[¬e]""']",25,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""27[¬e]""']",27,,NA,25,,NA,NA,,NA,NA,,['No'],NA,Not Reported ,,NA,0.00%,,NA,0.00%,
37092573,Benson (1979) 1_1,1979,Dissertation,,"The purpose of this study was to investigate the effects of peer feedback during the writing process on the writing performance, revision behavior, and attitude toward writing of junior high school students. Two types of feedback, different in the amount of information and reinforcement provided, were compared to a control situation. Three classes each of six volunteer teachers were involved. Each teacher taught both feedback treatments and the control treatment in separate language arts classes. Data from 288 students were analysed with a balanced design using three factors  treatment, sex of the student, and teacher. Analysis of covariance was used with writing performance variables and attitude toward writing  analysis of variance was used with the revision variables. There were nine dependent variables  quality of writing, total words, words per t-unit, paragraph revision, sentence revision, word revision, cosmetic revision, total revision and attitude toward writing. The ten week experiment was preceded and followed by a writing sample and an attitude toward writing assessment. All students completed a core composition curriculum, consisting of five formal assignments. All students were instructed to revise at least twice during the two weeks given for each assignment. In the two feedback treatments, students met in small groups and exchanged papers with fellow students. Following the reading, students completed the feedback instrument provided. A highly structured scale for five aspects of writing was used to give and receive information feedback  a loosely structured form was used to elicit positive comments about the draft in the reinforcement feedback treatment. The control group was given teacher-directed revision activities  no group interaction during the writing took place. Following the experiment, a posttest writing assignment was administered over a two-day period. Both pens and pencils were used to distinguish revision behavior. The attitude measure used initially was administered again. Each pretest and posttest essay was scored holistically by trained raters. Revision was identified by a comparison of the pencil and pen drafts written on successive days. The findings show statistical support for the effect of peer feedback. The experimental treatment achieved statistical significance at .05 or beyond for five dependent variables  quality of writing, paragraph revision, sentence revision, word revision, and total revision. For attitude toward writing, the effect of the treatment was evident in a significant treatment by sex interaction. Sex of the student had a significant main effect on quality of writing, total words, paragraph revision, and attitude toward writing. Correlations of quality of writing with other variables suggest that composition teachers should encourage length in the number of words, extensive revision, and positive attitudes toward writing.",['Feedback'],NA,,"['Page 56:\n[¬s]"" A total of 288 cases were analyzed: sixteen students per class (eight boys and eight girls), three classes per teacher, and six teachers were included (16 x 3 x 6 = 288). Of these, 144 each were boys and girls; there were 192 seventh graders and 96 eighth graders in the final analysis.[¬e]""']",NA,,['Mixed gender'],"['Page 56:\n[¬s]""A total of 288 cases were analyzed: sixteen students per class (eight boys and eight girls), three classes per teacher, and six teachers were included (16 x 3 x 6 = 288). Of these, 144 each were boys and girls; [¬e]""']",50 50 - Final sample analysed.,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,156,,"['Page 44:\n[¬s]""Figure 3. Breakdown of the Sample by School, Grade,[¬e]""']",119,,NA,NA,,NA,NA,,NA,156,,NA,119,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40294885,Benson (1979) 1_2,1979,Dissertation,,"The purpose of this study was to investigate the effects of peer feedback during the writing process on the writing performance, revision behavior, and attitude toward writing of junior high school students. Two types of feedback, different in the amount of information and reinforcement provided, were compared to a control situation. Three classes each of six volunteer teachers were involved. Each teacher taught both feedback treatments and the control treatment in separate language arts classes. Data from 288 students were analysed with a balanced design using three factors  treatment, sex of the student, and teacher. Analysis of covariance was used with writing performance variables and attitude toward writing  analysis of variance was used with the revision variables. There were nine dependent variables  quality of writing, total words, words per t-unit, paragraph revision, sentence revision, word revision, cosmetic revision, total revision and attitude toward writing. The ten week experiment was preceded and followed by a writing sample and an attitude toward writing assessment. All students completed a core composition curriculum, consisting of five formal assignments. All students were instructed to revise at least twice during the two weeks given for each assignment. In the two feedback treatments, students met in small groups and exchanged papers with fellow students. Following the reading, students completed the feedback instrument provided. A highly structured scale for five aspects of writing was used to give and receive information feedback  a loosely structured form was used to elicit positive comments about the draft in the reinforcement feedback treatment. The control group was given teacher-directed revision activities  no group interaction during the writing took place. Following the experiment, a posttest writing assignment was administered over a two-day period. Both pens and pencils were used to distinguish revision behavior. The attitude measure used initially was administered again. Each pretest and posttest essay was scored holistically by trained raters. Revision was identified by a comparison of the pencil and pen drafts written on successive days. The findings show statistical support for the effect of peer feedback. The experimental treatment achieved statistical significance at .05 or beyond for five dependent variables  quality of writing, paragraph revision, sentence revision, word revision, and total revision. For attitude toward writing, the effect of the treatment was evident in a significant treatment by sex interaction. Sex of the student had a significant main effect on quality of writing, total words, paragraph revision, and attitude toward writing. Correlations of quality of writing with other variables suggest that composition teachers should encourage length in the number of words, extensive revision, and positive attitudes toward writing.",['Feedback'],NA,,NA,Total sample  273  Intervention (154) and Control (119) ,,['Mixed gender'],NA,"45% female, 55% male (total pop.)",,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 44:\n[¬s]""Treatment""\n""II""\n""22""\n""25""\n""19""\n""25""\n""21""\n""25[¬e]""']",137,,"['Page 44:\n[¬s]""Treatment""\n""III""\n""23""\n""19""\n""16""\n""18""\n""23""\n""20[¬e]""']",119,,NA,NA,,NA,NA,,"['Page 44:\n[¬s]""Treatment""\n""II""\n""22""\n""25""\n""19""\n""25""\n""21""\n""25""\n""17[¬e]""']",137,,"['Page 44:\n[¬s]""Treatment""\n""III""\n""23""\n""19""\n""16""\n""18""\n""23""\n""20[¬e]""']",119,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
37092626,Bethge (1982),1982,"Journal, Article",,"The effects of dynamic testing procedures on Raven Coloured Matrices performance, visual scanning procedures, test anxiety, and orientation to the test situation were assessed. The subjects were 72 third-grade children. The results supported the hypotheses of the study showing that (1) dynamic assessment procedures involving either verbalization or elaborated feedback lead to higher levels of Raven Matrices performance  that (2) dynamic assessment modifies visual search behaviors  and that (3) dynamic assessment reduces test anxiety and negative orientation to the testing situation. The results are interpreted as offering construct validation to the assessment approaches used.",['Feedback'],NA,,"['Page 2:\n[¬s]""The sample consisted of 72third-gra""\n""le. Random assignment was made to each of three testing conditions: standard, elaborated feedback, and verbal[¬e]""']","It is not stated how many children is in each group, but if assumed groups were equal, then there would be 24 children in the control group and 24 children in the elaborated feedback group. ",,['Mixed gender'],"['Page 2:\n[¬s]""hs. Males and females were about equally represented in the sam[¬e]""']","If 50% were female, this means 36 students were female.",,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 2:\n[¬s]""The sample consisted of 72third-grade children""\n""Random assignment was made to each of three testing conditions: standard, elaborated feedback, and verbal[¬e]""']",24,,"['Page 2:\n[¬s]""The sample consisted of 72third-grade children""\n""Random assignment was made to each of three testing conditions: standard, elaborated feedback, and verbal[¬e]""']",24,,NA,NA,,NA,NA,,NA,24,,NA,24,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
37092628,Bilsky (1978),1978,"Journal, Article",,"Two experiments explored the feasibility of training mildly retarded adolescents to solve class-inclusion problems. In Exp I, using 42 Ss (mean CA 177.80 mo  mean MA 107.91 mo), the effects of training consisting primarily of feedback were investigated. In Exp II, using 72 Ss with CA and MA similar to Ss in Exp I, training with feedback alone vs training with feedback plus a counting strategy were compared. Both experiments assessed the generality of training effects to specific training and/or posttest formats. Results suggest that training was generally effective in improving performance with untrained class-inclusion problems on immediate and delayed posttests. Feedback training with pictorial stimuli appeared to be effective regardless of posttest format. The effects of the other training method/format combinations varied according to posttest format.",['Feedback'],NA,,"['Page 3:\n[¬s]"" 72 EMR adolescents (39 females, 33 males) drawn from the subject pool described in Experi\xad ment 1,[¬e]""']",NA,,['Mixed gender'],"['Page 3:\n[¬s]"" (39 females, 33 males) [¬e]""']",NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 3:\n[¬s]""Subjects in Experiment 2 were 72 EMR adolescents[¬e]""', 'Page 4:\n[¬s]""Pictorial-""\n""Pictorial""\n""numerical[¬e]""']",24,,"['Page 3:\n[¬s]""Subjects in Experiment 2 were 72 EMR adolescents[¬e]""', 'Page 4:\n[¬s]""Pictorial-""\n""Pictorial""\n""numerical[¬e]""']",24,,NA,NA,,NA,NA,,NA,24,,NA,24,,NA,NA,,NA,NA,,['Yes'],NA,"Due to approximated sample numbers, treatment group attrition is based on the assumption of equal distribution. Total attrition is  based on whole sample provided in the study.",,NA,8.333,,"['Page 3:\n[¬s]""Subjects in Experiment 2 were 72 EMR adolescents[¬e]""', 'Page 4:\n[¬s]""66df[¬e]""']",8.333%,
37092755,Block (1970),1970,Dissertation,,NA,['Feedback'],NA,,"['Page 141:\n[¬s]"" In sum most of the data analy- <a s based on twenty-five subjects in the control group, jve in the 65 per cent group, fourteen in each of the 75 j 0 d 85 Per cent groups, and eleven in the 95 per cent group.[¬e]""']","Control group = 25 students Treatment group (groups 2, 3, 4 and 5 combined) = 51 students  In total 76 students were included in the final analyses. ",,['Mixed gender'],NA,"Gender of the students is not stated, therefore can be assumed to be mixed. ",,NA,NA,NA,"['Page 137:\n[¬s]"" lower-middle to middle class[¬e]""']",NA,,"['Page 62:\n[¬s]""Experimental""\n""(n = 16)[¬e]""']",64,,"['Page 62:\n[¬s]""Control (n = 27)[¬e]""', 'Page 76:\n[¬s]""Control""\n""25)[¬e]""']",25,,NA,NA,,NA,NA,,"['Page 62:\n[¬s]""Experimental""\n""(n = 16)[¬e]""']",16,,"['Page 62:\n[¬s]""Control (n = 27)[¬e]""']",27,,NA,NA,,NA,NA,,['Yes'],"['Page 66:\n[¬s]""Of the 91 study participants, Metropolitan test scores were missing for only nine students. Tiro other students missed some portion of the learning and/or testing. I\'hus, complete data on all measures were available for 80 stu\xad dents.[¬e]""', 'Page 76:\n[¬s]""ExDerimental""\n""11)""\n""14)""\n""14)""\n""12)[¬e]""']","Only whole sample given, 91 to 80 using text in study, 91 to 76 in sample numbers given in results table, latter has been used for calculations",,NA,0,,"['Page 66:\n[¬s]""Of the 91 study participants, Metropolitan test scores were missing for only nine students.""\n""complete data on all measures were available for 80 stu\xad\ndents[¬e]""']",16.483%,
37091022,Bohannon (1975),1975,Dissertation,,"The purpose of part 1 of the investigation was to measure several beginning reading behaviors of first, second and third grade special education children for comparison with classmates who were not in special education. It was believed that direct and daily measurement of these behaviors would reveal substantial differences between the two groups. These differences could then be used to define the progress necessary to successfully treat deficient beginning reading behaviors among special education children. Subjects of part 1 were enrolled in the first, second or third grade in regular elementary school classrooms. They also attended special education resource classrooms. The treatment part of this study was begun for purposes of determining if specific treatment produced more proficient reading behavior than traditional treatment. From among all first, second and third grade children identified by traditional identification procedures in Part 1, 24 were selected for specific treatment. A contrast group of 24 children, treated by traditional instruction procedures, was also selected from the larger population.",['Feedback'],NA,,"['Page 37:\n[¬s]""From among all first, second, and third grade children identified by traditional identification procedures in Part 1, 24 were selected for specific treatment.""\n""A contrast group of 24 children, treated by traditional instructional procedures, was also selected from the larger population of all first, second, and third grade children identified in Part one.[¬e]""']",NA,,['Mixed gender'],"['Page 37:\n[¬s]""same ratio of boys to girls as the specifically treated children.[¬e]""']","The percentage of boys and girls included in the sample is not stated, however it is stated that the sample is mixed gender. ",,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 37:\n[¬s]"" 24[¬e]""']",24,,"['Page 37:\n[¬s]""24[¬e]""']",24,,NA,NA,,NA,NA,,"['Page 53:\n[¬s]""23[¬e]""']",23,,"['Page 53:\n[¬s]"" 23[¬e]""']",23,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,"Although attrition is not reported, it does not seem to be an issue as the analysis includes n = 23 for the experimental group and n=23 for the control group (original asignment was n=24 , n=24 for each of the groups respectively).",,"['Page 52:\n[¬s]""24[¬e]""', 'Page 53:\n[¬s]""23[¬e]""']",4%,,"['Page 52:\n[¬s]""24""\n""Twenty- four[¬e]""', 'Page 53:\n[¬s]""23""\n""23[¬e]""']",4%,
37092604,Boulet (1990) 1_1,1990,"Journal, Article",,"The purpose of this study was to determine the effects of individualized written feedback, oral group feedback, and no feedback on learning music. Eighty secondary-level students participated in this study. The results indicate that oral group information feedback promotes significantly more learning than does individualized written feedback or no feedback.",['Feedback'],NA,,"['Page 5:\n[¬s]"" Written feedback. Students of GE1 fn = 23), after ""\n"""" No feedback. Students of GC (n = 27), a[¬e]""']",Total = 50,,['No information provided'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 5:\n[¬s]""Written feedback. Students of GE1 fn = 23),[¬e]""']",23,,"['Page 5:\n[¬s]""No feedback. Students of GC (n = 27), [¬e]""']",27,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Written feedback. Students of GE1 fn = 23),[¬e]""']",23,,"['Page 5:\n[¬s]""No feedback. Students of GC (n = 27), [¬e]""']",27,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
40294889,Boulet (1990) 1_2,1990,"Journal, Article",,"The purpose of this study was to determine the effects of individualized written feedback, oral group feedback, and no feedback on learning music. Eighty secondary-level students participated in this study. The results indicate that oral group information feedback promotes significantly more learning than does individualized written feedback or no feedback.",['Feedback'],NA,,"['Page 5:\n[¬s]""ritten corrective feedback. Oral feedback. Students of GE2 (n = 30),""\n""e,"" No feedback. Students of GC (n = 27), a[¬e]""']",Total = 57,,['No information provided'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 5:\n[¬s]""Students of GE2 (n = 30)[¬e]""']",30 ,,"['Page 5:\n[¬s]""Students of GC (n = 27)[¬e]""']",27,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Students of GE2 (n = 30)[¬e]""']",30,,"['Page 5:\n[¬s]""Students of GC (n = 27)[¬e]""']",27,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
47515963,Brakel (1990),1990,"Journal, Article",,"The primary purpose of this study was to examine the effect of peer feedback on the quality of student writing and the amount and kind of revision behavior. Ninety-three sixth graders in six intact classrooms wrote and revised six stories, the last one being used as data for this study. Instruction varied across groups in the following manner  RI/PP students received revision instruction and revised stories with a peer  PP students revised stories with a peer but did not receive revision instruction  RI students received revision instruction but revised stories alone  C students had neither revision instruction nor help from peers. Chi-square analysis indicated that revision behavior was influenced by instruction. Quality of writing analysis revealed significant differences across groups on both rough and final drafts. Peer feedback seemed to help students write initially superior rough drafts but was not consistently linked to improvement of content between rough and final drafts. Successful surface structure editing occurred with or without peer feedback. ",NA,['Feedback'],,"['Page 3:\n[¬s]""nt level[¬e]""']",NA,,['Mixed gender'],"['Page 3:\n[¬s]""were girls\nand 44 were boys. T[¬e]""']",NA,,NA,NA,NA,"['Page 3:\n[¬s]"", 1981; Stevens, Mad\nSlavin, & Famish, 1987; Ziv, 19[¬e]""']",NA,,"['Page 6:\n[¬s]""23[¬e]""']",23,,"['Page 6:\n[¬s]""17[¬e]""']",17,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""23[¬e]""']",23,,NA,17,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
37091024,Brandstetter (1978) 1_1,1978,"Journal, Article",,"This study examines the practice of charting scores in precision teaching for skill acquisition. Two separate studies were conducted, one comparing the effect of recording daily scores on a linear graph with that of keeping daily raw score data, the other comparing use of semilog charts with use of raw scores. In each study the group was divided in half and received each of two treatments (charting on linear or semilog graphs and keeping raw scores) for a 2 week period. Average raw score gains for each test condition were then compared. Results of the first study showed gains made while charting daily scores on a linear graph to be significantly greater than gains made while recording raw scores. Results of the second study indicated no significant difference between gains made while charting daily scores on semilog graphs and gains made while recording raw scores.",['Feedback'],NA,,"['Page 2:\n[¬s]""14 children""\n"" divided into two groups of seven.[¬e]""']",Total = 14,,['No information provided'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 2:\n[¬s]""There were 14 children in the class""\n""In order to avoid problems in matching stu\xad dents, the experiment followed a counterbal\xad anced method. The 14 children were divided into two groups of seven. The first group had their raw scores recorded on a rate sheet record (Figure 1) for the first 2 weeks. During the sec\xad ond 2 weeks the adult manager plotted their scores on linear graph paper (Figure 2) and discussed the graph with the child. The second group of seven children received the same rate sheets, but their scores were charted on linear graphs first and on the rate sheet record sec\xad ond.[¬e]""']",14,,"['Page 2:\n[¬s]""There were 14 children in the class""\n""In order to avoid problems in matching stu\xad dents, the experiment followed a counterbal\xad anced method. The 14 children were divided into two groups of seven. The first group had their raw scores recorded on a rate sheet record (Figure 1) for the first 2 weeks. During the sec\xad ond 2 weeks the adult manager plotted their scores on linear graph paper (Figure 2) and discussed the graph with the child. The second group of seven children received the same rate sheets, but their scores were charted on linear graphs first and on the rate sheet record sec\xad ond.[¬e]""']",14,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""14[¬e]""']",7,,"['Page 5:\n[¬s]""14[¬e]""']",14,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0%,,NA,0%,
40294890,Brandstetter (1978) 1_2,1978,"Journal, Article",,"This study examines the practice of charting scores in precision teaching for skill acquisition. Two separate studies were conducted, one comparing the effect of recording daily scores on a linear graph with that of keeping daily raw score data, the other comparing use of semilog charts with use of raw scores. In each study the group was divided in half and received each of two treatments (charting on linear or semilog graphs and keeping raw scores) for a 2 week period. Average raw score gains for each test condition were then compared. Results of the first study showed gains made while charting daily scores on a linear graph to be significantly greater than gains made while recording raw scores. Results of the second study indicated no significant difference between gains made while charting daily scores on semilog graphs and gains made while recording raw scores.",['Feedback'],NA,,"['Page 4:\n[¬s]""113 children""\n""divided into two groups of nine""\n""One girl in this group moved from the school in the third week so her scores were not included in either 2 week period.[¬e]""']",Total = 17 ,,['No information provided'],"['Page 4:\n[¬s]""One girl in this group moved from the school in the third week so her scores were not included[¬e]""']","Not stated, however, highlighted material references a female pupil - possibly implying the class was mixed gender.",,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 2:\n[¬s]"" the experiment followed a counterbal\xad anced method.[¬e]""', 'Page 4:\n[¬s]""The children were divided into two groups of nine.[¬e]""']",18,,"['Page 2:\n[¬s]""the experiment followed a counterbal\xad anced method.[¬e]""', 'Page 4:\n[¬s]"" The children were divided into two groups of nine.[¬e]""']",18,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,"['Page 4:\n[¬s]""One girl in this group moved from the school in the third week so her scores were not included in either 2 week period.[¬e]""']",5.56%,,"['Page 4:\n[¬s]"" One girl in this group moved from the school in the third week so her scores were not included in either 2 week period.[¬e]""']",5.56%,
37092631,Bridgeman (1974) 1_1,1974,"Journal, Article",,"Investigated the effects of success feedback, failure feedback, and no feedback on a scholastic aptitude test administered immediately after feedback was given. Sham scores, obstensibly from a similar test administered 2 days previously but actually randomly determined, were given to 233 male and female 7th graders immediately before they took a test that consisted of items from the nonverbal battery of the Lorge-Thorndike Intelligence Test. Ss given success feedback (i.e., told that they had received a high score on the previous test) scored significantly higher (p < .02) than Ss given failure feedback. The group receiving no feedback was not significantly different from the average of the 2 feedback groups",['Feedback'],NA,,"['Page 2:\n[¬s]"" (N \x97 233).[¬e]""', 'Page 3:\n[¬s]"" 77 received a score of 96; 77 received a score of 53; and 79 had a blank space after ""score"" on the interpretation sheet. On the interpretation sheet,[¬e]""']",NA,,['Mixed gender'],NA,115 males  118 females 49%   51% (rounded)   (Table 1),,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 4:\n[¬s]""77[¬e]""']",77,,"['Page 4:\n[¬s]""79[¬e]""']",79,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""77[¬e]""']",77,,"['Page 4:\n[¬s]""79[¬e]""']",79,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
