id,pub_author,pub_year,strand_raw,strand_info,toolkit_version,out_tit_tool,out_desc_tool,out_type_tool,smd_tool,se_tool,out_measure_tool,out_g1_n_tool,out_g1_mean_tool,out_g1_sd_tool,out_g2_n_tool,out_g2_mean_tool,out_g2_sd_tool,ci_lower_tool,ci_upper_tool,out_label_tool,out_samp_tool,out_comp_tool,out_es_type_tool,out_test_type_raw_tool,out_tit_red,out_desc_red,out_type_red,smd_red,se_red,out_measure_red,out_g1_n_red,out_g1_mean_red,out_g1_sd_red,out_g2_n_red,out_g2_mean_red,out_g2_sd_red,ci_lower_red,ci_upper_red,out_label_red,out_samp_red,out_comp_red,out_es_type_red,out_test_type_raw_red,out_tit_wri,out_desc_wri,out_type_wri,smd_wri,se_wri,out_measure_wri,out_g1_n_wri,out_g1_mean_wri,out_g1_sd_wri,out_g2_n_wri,out_g2_mean_wri,out_g2_sd_wri,ci_lower_wri,ci_upper_wri,out_label_wri,out_samp_wri,out_comp_wri,out_es_type_wri,out_test_type_raw_wri,out_tit_math,out_desc_math,out_type_math,smd_math,se_math,out_measure_math,out_g1_n_math,out_g1_mean_math,out_g1_sd_math,out_g2_n_math,out_g2_mean_math,out_g2_sd_math,ci_lower_math,ci_upper_math,out_label_math,out_samp_math,out_comp_math,out_es_type_math,out_test_type_raw_math,out_tit_sci,out_desc_sci,out_type_sci,smd_sci,se_sci,out_measure_sci,out_g1_n_sci,out_g1_mean_sci,out_g1_sd_sci,out_g2_n_sci,out_g2_mean_sci,out_g2_sd_sci,ci_lower_sci,ci_upper_sci,out_label_sci,out_samp_sci,out_comp_sci,out_es_type_sci,out_test_type_raw_sci,out_tit_fsm,out_desc_fsm,out_type_fsm,smd_fsm,se_fsm,out_measure_fsm,out_g1_n_fsm,out_g1_mean_fsm,out_g1_sd_fsm,out_g2_n_fsm,out_g2_mean_fsm,out_g2_sd_fsm,ci_lower_fsm,ci_upper_fsm,out_label_fsm,out_samp_fsm,out_comp_fsm,out_es_type_fsm,out_test_type_raw_fsm
74578044,Van Keer (2004) 1_2,2004,['Peer tutoring'],NA,['MT_2023 (in progress)'],TE_PRI_Reading Comp Posttest multi level model STRAT and CA table 3,standardised reading comp,"['Toolkit primary outcome', 'Reading primary outcome']",0.36,0.17,Literacy  reading comprehension,NA,NA,NA,NA,NA,NA,0.0268,0.6932,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],TE_PRI_Reading Comp Posttest multi level model STRAT and CA table 3,standardised reading comp,"['Toolkit primary outcome', 'Reading primary outcome']",0.36,0.17,Literacy  reading comprehension,NA,NA,NA,NA,NA,NA,0.0268,0.6932,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070010,Van Keer (2005) 1_1,2005,['Peer tutoring'],NA,['MT_2023 (in progress)'],REC_REading Comp Grade 2 STRAT SA same age table 5 model 3,"reading comprehension achievement using Dutch standardized test batteries (Staphorsius & Krom, 1996","['Toolkit primary outcome', 'Reading primary outcome']",0.14,0.11,Literacy  reading comprehension,NA,NA,NA,NA,NA,NA,-0.0756,0.3556,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],REC_REading Comp Grade 2 STRAT SA same age table 5 model 3,"reading comprehension achievement using Dutch standardized test batteries (Staphorsius & Krom, 1996","['Toolkit primary outcome', 'Reading primary outcome']",0.14,0.11,Literacy  reading comprehension,NA,NA,NA,NA,NA,NA,-0.0756,0.3556,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070011,Van Keer (2005) 1_2,2005,['Peer tutoring'],NA,['MT_2023 (in progress)'],REC_reading comp strat ca cross age grade 2 table 5 model 3,standised dutch reading comp ,"['Toolkit primary outcome', 'Reading primary outcome']",0.22,0.11,Literacy  reading comprehension,NA,NA,NA,NA,NA,NA,0.0044,0.4356,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],REC_reading comp strat ca cross age grade 2 table 5 model 3,standised dutch reading comp ,"['Toolkit primary outcome', 'Reading primary outcome']",0.22,0.11,Literacy  reading comprehension,NA,NA,NA,NA,NA,NA,0.0044,0.4356,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070012,Walker (2008),2008,['Peer tutoring'],NA,NA,TE_PRI_Problem solving scores,Combined means and SDs for adaptive and fixed,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0663,0.2869,Mathematics,31,2.875,1.92,20,3,1.75,-0.6286,0.496,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TE_PRI_Problem solving scores,Combined means and SDs for adaptive and fixed,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0663,0.2869,Mathematics,31,2.875,1.92,20,3,1.75,-0.6286,0.496,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070013,Walker (2009),2009,['Peer tutoring'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REC_Problem solving (fixed vs indv),"To assess students’ individual learning we used counterbalanced pre-, post-, and delayed posttests, each containing 8 questions. The tests were developed by the experimenter and approved by the classroom teacher",['Mathematics primary outcome'],0.2527,0.35,Mathematics,14,3.5,2.17,20,3,1.75,-0.4332,0.9387,Primary outcome,['Sample: All'],With active control,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070014,Walker (2009),2009,['Peer tutoring'],NA,NA,REC_CTRL (fixed vs indv),,"['Toolkit primary outcome', 'Other outcome']",-0.0353,0.3944,Cognitive  other,10,3.6,2.17,18,3.67,1.78,-0.8084,0.7378,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070016,Wang (2021),2021,['Peer tutoring'],NA,NA,TE_PRI_Comprehension (1+2) vs (5+6),"Guided by the previous research (Fiorella & Mayer, 2013), we used 10 multiple-choice questions to assess comprehension. Each question had four alternatives and only one of them was correct.","['Toolkit primary outcome', 'Reading primary outcome']",0.2097,0.1027,Literacy  reading comprehension,182,57.832,17.777,200,54.003,18.627,0.0083,0.411,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],TE_PRI_Comprehension (1+2) vs (5+6),"Guided by the previous research (Fiorella & Mayer, 2013), we used 10 multiple-choice questions to assess comprehension. Each question had four alternatives and only one of them was correct.","['Toolkit primary outcome', 'Reading primary outcome']",0.2097,0.1027,Literacy  reading comprehension,182,57.832,17.777,200,54.003,18.627,0.0083,0.411,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070017,Westera (1995) 1_1,1995,['Peer tutoring'],NA,NA,REC_PAT comprehension (ST vs control),"Progressive Achievement Test (PAT) of Reading Comprehension, Form A","['Toolkit primary outcome', 'Reading primary outcome']",-0.268,0.4103,Literacy  reading comprehension,15,12.6,6.67,10,14.2,4,-1.0722,0.5363,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],REC_PAT comprehension (ST vs control),"Progressive Achievement Test (PAT) of Reading Comprehension, Form A","['Toolkit primary outcome', 'Reading primary outcome']",-0.268,0.4103,Literacy  reading comprehension,15,12.6,6.67,10,14.2,4,-1.0722,0.5363,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070018,Westera (1995) 1_2,1995,['Peer tutoring'],NA,NA,REC_PAT Reading Comprehension,"Progressive Achievement Test (PAT) of Reading Comprehension, Form A","['Toolkit primary outcome', 'Reading primary outcome']",0.2092,0.3884,Literacy  reading comprehension,20,15,3.58,10,14.2,4,-0.552,0.9705,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],REC_PAT Reading Comprehension,"Progressive Achievement Test (PAT) of Reading Comprehension, Form A","['Toolkit primary outcome', 'Reading primary outcome']",0.2092,0.3884,Literacy  reading comprehension,20,15,3.58,10,14.2,4,-0.552,0.9705,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070019,Wood (2020),2020,['Peer tutoring'],NA,NA,REC_Applied problem scores (spring),,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0623,0.0916,Mathematics,219,465.77,16.399,262,464.79,15.092,-0.1172,0.2418,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REC_Applied problem scores (spring),,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0623,0.0916,Mathematics,219,465.77,16.399,262,464.79,15.092,-0.1172,0.2418,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070020,Zambrano (2015),2015,['Peer tutoring'],NA,NA,REC_ACL Reading comprehension (posttest),"A standardised reading test in Spanish, Evaluación de la Comprensión Lectora —ACL— (Evaluation of Reading Comprehension) was administered in pre-test and post-test bases (Català, Comes & Remon, 2001).","['Toolkit primary outcome', 'Reading primary outcome']",0.6018,0.1487,Literacy  reading comprehension,127,67.09,18.41,75,55.94,18.54,0.3103,0.8933,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],REC_ACL Reading comprehension (posttest),"A standardised reading test in Spanish, Evaluación de la Comprensión Lectora —ACL— (Evaluation of Reading Comprehension) was administered in pre-test and post-test bases (Català, Comes & Remon, 2001).","['Toolkit primary outcome', 'Reading primary outcome']",0.6018,0.1487,Literacy  reading comprehension,127,67.09,18.41,75,55.94,18.54,0.3103,0.8933,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070021,Zeneli (2018) 1_1,2018,['Peer tutoring'],NA,NA,TE_Effect Size Table 11,,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.92,0.47,Mathematics,NA,NA,NA,NA,NA,NA,-0.0012,1.8412,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TE_Effect Size Table 11,,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.92,0.47,Mathematics,NA,NA,NA,NA,NA,NA,-0.0012,1.8412,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74070022,Zeneli (2018) 1_2,2018,['Peer tutoring'],NA,NA,TE_PRI_Maths outcome,"researcher designed maths test, posttest means and SE's","['Toolkit primary outcome', 'Mathematics primary outcome']",0.2017,0.2596,Mathematics,35,15.37,0.702,26,14.46,0.817,-0.3071,0.7105,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TE_PRI_Maths outcome,"researcher designed maths test, posttest means and SE's","['Toolkit primary outcome', 'Mathematics primary outcome']",0.2017,0.2596,Mathematics,35,15.37,0.702,26,14.46,0.817,-0.3071,0.7105,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
